year,first_name,sex,num
1950,Walter,M,7794
1950,Alan,M,7739
1950,Willie,M,7723
1950,Jeffrey,M,7643
1950,Carl,M,7288
1950,Harold,M,7218
1950,Arthur,M,7161
1950,Henry,M,6963
1950,Jack,M,6839
1950,Dale,M,6787
1950,Johnny,M,6580
1950,Roy,M,6455
1950,Ralph,M,6405
1950,Philip,M,6071
1950,Joe,M,6034
1950,Jimmy,M,5762
1950,Albert,M,5754
1950,Billy,M,5676
1950,Eugene,M,5484
1950,Glenn,M,5467
1950,Stanley,M,5451
1950,Harry,M,5376
1950,Samuel,M,5226
1950,Howard,M,5167
1950,Phillip,M,5054
1950,Bobby,M,5016
1951,Linda,F,73979
1951,Mary,F,65724
1951,Patricia,F,56444
1951,Deborah,F,42054
1951,Barbara,F,40619
1951,Susan,F,40229
1951,Nancy,F,30348
1951,Karen,F,27999
1951,Sandra,F,27664
1951,Kathleen,F,26716
1951,Carol,F,24781
1951,Donna,F,24076
1951,Sharon,F,23923
1951,Brenda,F,21718
1951,Diane,F,19840
1951,Pamela,F,18571
1951,Margaret,F,17693
1951,Debra,F,17066
1951,Janet,F,16948
1951,Cynthia,F,16294
1951,Janice,F,15956
1951,Carolyn,F,15209
1951,Elizabeth,F,15119
1951,Christine,F,15019
1951,Judith,F,14935
1951,Judy,F,14017
1951,Shirley,F,13920
1951,Joyce,F,13470
1951,Betty,F,12823
1951,Cheryl,F,11987
1951,Gloria,F,10954
1951,Rebecca,F,10931
1951,Beverly,F,10858
1951,Catherine,F,10566
1951,Kathy,F,10408
1951,Gail,F,9885
1951,Bonnie,F,9707
1951,Martha,F,9604
1951,Joan,F,9403
1951,Peggy,F,9210
1951,Marilyn,F,9148
1951,Dorothy,F,9090
1951,Jane,F,8943
1951,Connie,F,8723
1951,Kathryn,F,8461
1951,Ann,F,8421
1951,Virginia,F,8180
1951,Denise,F,8117
1951,Jean,F,7626
1951,Diana,F,7397
1951,Paula,F,7292
1951,Wanda,F,7235
1951,Ruth,F,7076
1951,Helen,F,6950
1951,Katherine,F,6930
1951,Jacqueline,F,6917
1951,Phyllis,F,6789
1951,Vicki,F,6630
1951,Frances,F,6583
1951,Laura,F,6467
1951,Rita,F,6415
1951,Alice,F,6311
1951,Teresa,F,6213
1951,Theresa,F,6193
1951,Rose,F,6185
1951,Elaine,F,6069
1951,Jo,F,6001
1951,Ellen,F,5945
1951,Sheila,F,5896
1951,Sherry,F,5890
1951,Cathy,F,5698
1951,Lynn,F,5628
1951,Joanne,F,5359
1951,Marcia,F,5299
1951,Maria,F,5235
1951,Marsha,F,5187
1951,Sally,F,5139
1951,Marie,F,5046
1951,Darlene,F,5029
1951,Doris,F,5025
1951,James,M,87261
1951,Robert,M,86352
1951,John,M,81572
1951,Michael,M,72801
1951,David,M,64787
1951,William,M,62779
1951,Richard,M,54551
1951,Thomas,M,48282
1951,Charles,M,39403
1951,Gary,M,38163
1951,Larry,M,30558
1951,Ronald,M,29047
1951,Steven,M,28365
1951,Joseph,M,28155
1951,Donald,M,27919
1951,Kenneth,M,25845
1951,Dennis,M,24263
1951,Paul,M,22852
1951,Stephen,M,22476
1951,Mark,M,21206
1951,Daniel,M,21119
1951,George,M,20216
1951,Edward,M,19915
1951,Jerry,M,15163
1951,Gregory,M,14105
1951,Bruce,M,14087
1951,Douglas,M,13898
1951,Timothy,M,12705
1951,Roger,M,12423
1951,Terry,M,12218
1951,Frank,M,11473
1951,Raymond,M,11228
1951,Lawrence,M,10263
1951,Anthony,M,9843
1951,Jeffrey,M,9715
1951,Gerald,M,9541
1951,Wayne,M,9329
1951,Peter,M,9002
1951,Patrick,M,8752
1951,Alan,M,8410
1951,Danny,M,8178
1951,Walter,M,8039
1951,Carl,M,7640
1951,Arthur,M,7414
1951,Willie,M,7225
1951,Harold,M,7175
1951,Henry,M,7120
1951,Jack,M,7002
1951,Dale,M,6963
1951,Johnny,M,6697
1951,Ralph,M,6522
1951,Roy,M,6467
1951,Kevin,M,6353
1951,Stanley,M,6205
1951,Philip,M,6096
1951,Randy,M,6033
1951,Joe,M,5826
1951,Glenn,M,5800
1951,Keith,M,5768
1951,Albert,M,5760
1951,Christopher,M,5733
1951,Jimmy,M,5686
1951,Craig,M,5624
1951,Billy,M,5607
1951,Eugene,M,5578
1951,Randall,M,5533
1951,Samuel,M,5475
1951,Scott,M,5383
1951,Andrew,M,5373
1951,Harry,M,5304
1951,Barry,M,5285
1951,Allen,M,5181
1951,Russell,M,5177
1951,Howard,M,5105
1951,Brian,M,5102
1951,Louis,M,5088
1951,Bobby,M,5008
1952,Linda,F,67079
1952,Mary,F,65625
1952,Patricia,F,53098
1952,Deborah,F,49809
1952,Susan,F,41346
1952,Barbara,F,39865
1952,Nancy,F,31738
1952,Karen,F,28955
1952,Debra,F,26831
1952,Sandra,F,26100
1952,Kathleen,F,25767
1952,Carol,F,23994
1952,Donna,F,23716
1952,Sharon,F,23386
1952,Brenda,F,21442
1952,Diane,F,21063
1952,Pamela,F,20880
1952,Cynthia,F,19884
1952,Janet,F,17921
1952,Christine,F,17547
1952,Margaret,F,17100
1952,Elizabeth,F,16020
1952,Janice,F,14977
1952,Carolyn,F,14273
1952,Judith,F,14062
1952,Judy,F,13634
1952,Joyce,F,13127
1952,Shirley,F,12530
1952,Kathy,F,12368
1952,Rebecca,F,12225
1952,Cheryl,F,12198
1952,Betty,F,12129
1952,Denise,F,11652
1952,Catherine,F,11052
1952,Beverly,F,10547
1952,Gloria,F,10461
1952,Joan,F,10276
1952,Marilyn,F,9801
1952,Gail,F,9762
1952,Martha,F,9694
1952,Bonnie,F,9384
1952,Jane,F,9323
1952,Peggy,F,8989
1952,Connie,F,8756
1952,Ann,F,8653
1952,Dorothy,F,8610
1952,Paula,F,8566
1952,Kathryn,F,8504
1952,Virginia,F,8162
1952,Jean,F,7510
1952,Diana,F,7392
1952,Teresa,F,7293
1952,Laura,F,7186
1952,Wanda,F,7163
1952,Jo,F,7092
1952,Cathy,F,7010
1952,Ruth,F,6952
1952,Jacqueline,F,6937
1952,Katherine,F,6890
1952,Theresa,F,6810
1952,Vicki,F,6773
1952,Rose,F,6553
1952,Helen,F,6465
1952,Sheila,F,6218
1952,Phyllis,F,6153
1952,Rita,F,6149
1952,Frances,F,6080
1952,Sherry,F,5956
1952,Alice,F,5911
1952,Ellen,F,5842
1952,Lynn,F,5817
1952,Maria,F,5696
1952,Elaine,F,5651
1952,Victoria,F,5604
1952,Marsha,F,5584
1952,Vickie,F,5482
1952,Darlene,F,5429
1952,Joanne,F,5352
1952,Anne,F,5257
1952,Marcia,F,5209
1952,Sally,F,5037
1952,James,M,87063
1952,Robert,M,86597
1952,John,M,83136
1952,Michael,M,79043
1952,David,M,71754
1952,William,M,63040
1952,Richard,M,58350
1952,Thomas,M,48648
1952,Charles,M,38868
1952,Gary,M,38753
1952,Steven,M,32035
1952,Joseph,M,28511
1952,Donald,M,28273
1952,Larry,M,28235
1952,Ronald,M,27801
1952,Kenneth,M,25908
1952,Mark,M,25684
1952,Dennis,M,24555
1952,Paul,M,24293
1952,Daniel,M,23427
1952,Stephen,M,23050
1952,George,M,19817
1952,Edward,M,19506
1952,Gregory,M,15192
1952,Bruce,M,14482
1952,Jerry,M,14440
1952,Timothy,M,14170
1952,Douglas,M,13682
1952,Terry,M,12442
1952,Roger,M,12130
1952,Jeffrey,M,12008
1952,Frank,M,11272
1952,Raymond,M,11234
1952,Anthony,M,11186
1952,Lawrence,M,10304
1952,Peter,M,9583
1952,Patrick,M,9177
1952,Wayne,M,9092
1952,Gerald,M,9031
1952,Danny,M,8824
1952,Randy,M,8650
1952,Alan,M,8309
1952,Kevin,M,7916
1952,Walter,M,7900
1952,Carl,M,7823
1952,Dale,M,7416
1952,Arthur,M,7232
1952,Willie,M,7197
1952,Keith,M,7173
1952,Henry,M,6977
1952,Harold,M,6957
1952,Jack,M,6939
1952,Johnny,M,6774
1952,Scott,M,6541
1952,Roy,M,6521
1952,Ralph,M,6471
1952,Christopher,M,6300
1952,Stanley,M,6226
1952,Craig,M,6185
1952,Philip,M,6152
1952,Glenn,M,5946
1952,Joe,M,5892
1952,Randall,M,5892
1952,Brian,M,5742
1952,Billy,M,5707
1952,Albert,M,5660
1952,Samuel,M,5649
1952,Andrew,M,5574
1952,Barry,M,5506
1952,Russell,M,5348
1952,Eugene,M,5313
1952,Jimmy,M,5311
1952,Howard,M,5244
1952,Phillip,M,5002
1953,Mary,F,64389
1953,Linda,F,61282
1953,Deborah,F,52199
1953,Patricia,F,51021
1953,Susan,F,44296
1953,Barbara,F,38474
1953,Debra,F,36857
1953,Nancy,F,30617
1953,Karen,F,29858
1953,Pamela,F,25759
1953,Sandra,F,25501
1953,Cynthia,F,25134
1953,Donna,F,24226
1953,Kathleen,F,23729
1953,Sharon,F,23042
1953,Carol,F,22294
1953,Diane,F,21345
1953,Brenda,F,20126
1953,Janet,F,17772
1953,Margaret,F,16198
1953,Elizabeth,F,16100
1953,Janice,F,14627
1953,Kathy,F,13399
1953,Rebecca,F,12962
1953,Carolyn,F,12916
1953,Joyce,F,12796
1953,Judy,F,12733
1953,Cheryl,F,12265
1953,Shirley,F,12148
1953,Judith,F,11967
1953,Denise,F,11949
1953,Christine,F,11793
1953,Betty,F,11371
1953,Beverly,F,11240
1953,Catherine,F,10847
1953,Marilyn,F,10741
1953,Joan,F,9774
1953,Gloria,F,9678
1953,Gail,F,9585
1953,Paula,F,9559
1953,Martha,F,9263
1953,Teresa,F,8934
1953,Jane,F,8910
1953,Peggy,F,8761
1953,Bonnie,F,8615
1953,Ann,F,8577
1953,Connie,F,8577
1953,Kathryn,F,8324
1953,Dorothy,F,8160
1953,Theresa,F,7716
1953,Laura,F,7630
1953,Jean,F,7571
1953,Virginia,F,7545
1953,Jo,F,7513
1953,Diana,F,7440
1953,Cathy,F,7299
1953,Wanda,F,7204
1953,Jacqueline,F,7133
1953,Rose,F,7005
1953,Sheila,F,6963
1953,Vicki,F,6821
1953,Ruth,F,6581
1953,Katherine,F,6558
1953,Rita,F,6284
1953,Helen,F,6122
1953,Robin,F,6038
1953,Lynn,F,5998
1953,Maria,F,5988
1953,Phyllis,F,5962
1953,Sherry,F,5935
1953,Joanne,F,5887
1953,Frances,F,5787
1953,Alice,F,5744
1953,Julie,F,5668
1953,Darlene,F,5589
1953,Ellen,F,5538
1953,Elaine,F,5495
1953,Suzanne,F,5472
1953,Vickie,F,5295
1953,Anne,F,5256
1953,Sally,F,5182
1953,Victoria,F,5164
1953,Marsha,F,5132
1953,Marcia,F,5063
1953,Rhonda,F,5030
1953,Robert,M,86247
1953,James,M,86080
1953,Michael,M,84201
1953,John,M,80170
1953,David,M,76120
1953,William,M,61840
1953,Richard,M,58393
1953,Thomas,M,47004
1953,Charles,M,38422
1953,Gary,M,36968
1953,Steven,M,33722
1953,Mark,M,29339
1953,Joseph,M,29270
1953,Donald,M,28364
1953,Ronald,M,27711
1953,Kenneth,M,25508
1953,Paul,M,25508
1953,Larry,M,25211
1953,Dennis,M,23658
1953,Daniel,M,23489
1953,Stephen,M,21809
1953,George,M,19181
1953,Edward,M,18980
1953,Gregory,M,16159
1953,Jeffrey,M,15946
1953,Timothy,M,15185
1953,Douglas,M,14141
1953,Bruce,M,14043
1953,Jerry,M,13906
1953,Terry,M,13257
1953,Roger,M,13171
1953,Anthony,M,11695
1953,Frank,M,11183
1953,Raymond,M,11113
1953,Randy,M,10667
1953,Kevin,M,10011
1953,Lawrence,M,9852
1953,Peter,M,9733
1953,Patrick,M,9468
1953,Wayne,M,8904
1953,Danny,M,8625
1953,Gerald,M,8618
1953,Alan,M,8452
1953,Carl,M,7827
1953,Walter,M,7509
1953,Scott,M,7488
1953,Keith,M,7378
1953,Dale,M,7346
1953,Willie,M,7056
1953,Arthur,M,6996
1953,Ricky,M,6890
1953,Johnny,M,6717
1953,Brian,M,6665
1953,Henry,M,6659
1953,Roy,M,6655
1953,Harold,M,6580
1953,Jack,M,6537
1953,Rodney,M,6536
1953,Ralph,M,6516
1953,Craig,M,6460
1953,Philip,M,6280
1953,Stanley,M,6275
1953,Christopher,M,6076
1953,Randall,M,5973
1953,Billy,M,5858
1953,Joe,M,5800
1953,Glenn,M,5729
1953,Andrew,M,5626
1953,Albert,M,5438
1953,Samuel,M,5426
1953,Russell,M,5370
1953,Jimmy,M,5310
1953,Barry,M,5181
1953,Bobby,M,5181
1953,Eugene,M,5148
1953,Phillip,M,5101
1954,Mary,F,68019
1954,Linda,F,55375
1954,Deborah,F,54684
1954,Patricia,F,49147
1954,Susan,F,47163
1954,Debra,F,45898
1954,Barbara,F,36370
1954,Karen,F,32455
1954,Nancy,F,30271
1954,Cynthia,F,27619
1954,Donna,F,27427
1954,Pamela,F,27368
1954,Sandra,F,26059
1954,Kathleen,F,22460
1954,Carol,F,22249
1954,Sharon,F,22219
1954,Diane,F,22057
1954,Brenda,F,19613
1954,Janet,F,18476
1954,Elizabeth,F,16586
1954,Margaret,F,15225
1954,Cheryl,F,15016
1954,Kathy,F,14174
1954,Denise,F,13718
1954,Janice,F,13505
1954,Rebecca,F,13210
1954,Carolyn,F,12157
1954,Joyce,F,12090
1954,Judy,F,11634
1954,Judith,F,11197
1954,Beverly,F,11156
1954,Catherine,F,11079
1954,Shirley,F,10908
1954,Teresa,F,10844
1954,Marilyn,F,10815
1954,Betty,F,10621
1954,Gail,F,9725
1954,Paula,F,9686
1954,Connie,F,9636
1954,Joan,F,9518
1954,Robin,F,9043
1954,Gloria,F,8924
1954,Christine,F,8787
1954,Ann,F,8750
1954,Laura,F,8720
1954,Martha,F,8595
1954,Theresa,F,8512
1954,Peggy,F,8456
1954,Jane,F,8344
1954,Vicki,F,8222
1954,Kathryn,F,8138
1954,Bonnie,F,8099
1954,Jo,F,8052
1954,Rose,F,7998
1954,Dorothy,F,7794
1954,Jean,F,7666
1954,Diana,F,7625
1954,Wanda,F,7448
1954,Cathy,F,7211
1954,Sheila,F,7202
1954,Virginia,F,7176
1954,Sherry,F,7120
1954,Lynn,F,6781
1954,Katherine,F,6742
1954,Maria,F,6591
1954,Ruth,F,6565
1954,Rita,F,6536
1954,Jacqueline,F,6518
1954,Vickie,F,6366
1954,Julie,F,6276
1954,Rhonda,F,6102
1954,Helen,F,5945
1954,Lisa,F,5913
1954,Elaine,F,5827
1954,Phyllis,F,5764
1954,Darlene,F,5514
1954,Ellen,F,5458
1954,Joanne,F,5435
1954,Marie,F,5310
1954,Anne,F,5299
1954,Alice,F,5268
1954,Suzanne,F,5235
1954,Frances,F,5153
1954,Sally,F,5079
1954,Michael,M,88576
1954,Robert,M,86341
1954,James,M,86319
1954,John,M,81195
1954,David,M,79572
1954,William,M,61432
1954,Richard,M,57043
1954,Thomas,M,47165
1954,Gary,M,37923
1954,Charles,M,37465
1954,Steven,M,36637
1954,Mark,M,36204
1954,Joseph,M,31228
1954,Donald,M,29278
1954,Ronald,M,27627
1954,Paul,M,26222
1954,Kenneth,M,26188
1954,Daniel,M,25282
1954,Larry,M,24615
1954,Stephen,M,21880
1954,Dennis,M,20756
1954,Edward,M,19510
1954,Jeffrey,M,19052
1954,George,M,18702
1954,Gregory,M,17622
1954,Timothy,M,17436
1954,Terry,M,15557
1954,Kevin,M,15327
1954,Douglas,M,14705
1954,Bruce,M,14149
1954,Jerry,M,13678
1954,Anthony,M,13125
1954,Randy,M,12636
1954,Roger,M,11721
1954,Raymond,M,11244
1954,Frank,M,10998
1954,Peter,M,10087
1954,Patrick,M,9929
1954,Lawrence,M,9607
1954,Scott,M,9458
1954,Wayne,M,9179
1954,Danny,M,9105
1954,Alan,M,8711
1954,Gerald,M,8550
1954,Keith,M,8359
1954,Ricky,M,8163
1954,Carl,M,8140
1954,Brian,M,8079
1954,Walter,M,7488
1954,Dale,M,7441
1954,Craig,M,7180
1954,Arthur,M,6859
1954,Willie,M,6837
1954,Johnny,M,6611
1954,Randall,M,6550
1954,Roy,M,6512
1954,Jack,M,6477
1954,Stanley,M,6447
1954,Henry,M,6406
1954,Harold,M,6358
1954,Ralph,M,6310
1954,Philip,M,6278
1954,Glenn,M,6243
1954,Christopher,M,6083
1954,Billy,M,6033
1954,Rodney,M,5961
1954,Joe,M,5869
1954,Barry,M,5844
1954,Russell,M,5764
1954,Andrew,M,5650
1954,Samuel,M,5640
1954,Bobby,M,5506
1954,Albert,M,5428
1954,Jimmy,M,5328
1954,Phillip,M,5152
1954,Steve,M,5064
1954,Eugene,M,5030
1955,Mary,F,63173
1955,Deborah,F,52322
1955,Linda,F,51300
1955,Debra,F,50567
1955,Susan,F,47419
1955,Patricia,F,46222
1955,Barbara,F,33608
1955,Karen,F,33225
1955,Nancy,F,30021
1955,Donna,F,27946
1955,Cynthia,F,27184
1955,Pamela,F,26688
1955,Sandra,F,25118
1955,Diane,F,23297
1955,Carol,F,22044
1955,Sharon,F,22044
1955,Kathleen,F,22010
1955,Brenda,F,19115
1955,Cheryl,F,19110
1955,Janet,F,17918
1955,Elizabeth,F,16694
1955,Kathy,F,15325
1955,Denise,F,14559
1955,Margaret,F,14442
1955,Janice,F,13179
1955,Teresa,F,13121
1955,Rebecca,F,12396
1955,Catherine,F,11635
1955,Joyce,F,11283
1955,Carolyn,F,11176
1955,Judith,F,10434
1955,Judy,F,10376
1955,Robin,F,10219
1955,Beverly,F,9999
1955,Connie,F,9975
1955,Betty,F,9926
1955,Shirley,F,9757
1955,Theresa,F,9619
1955,Paula,F,9586
1955,Christine,F,9042
1955,Laura,F,9007
1955,Gail,F,8972
1955,Ann,F,8916
1955,Cathy,F,8663
1955,Bonnie,F,8637
1955,Joan,F,8555
1955,Gloria,F,8554
1955,Lisa,F,8538
1955,Marilyn,F,8407
1955,Jane,F,8344
1955,Peggy,F,7985
1955,Vicki,F,7975
1955,Martha,F,7930
1955,Rose,F,7849
1955,Diana,F,7844
1955,Sherry,F,7768
1955,Sheila,F,7661
1955,Jo,F,7659
1955,Kathryn,F,7642
1955,Jean,F,7481
1955,Wanda,F,7415
1955,Lynn,F,7354
1955,Debbie,F,7250
1955,Dorothy,F,7239
1955,Katherine,F,7239
1955,Virginia,F,6855
1955,Julie,F,6789
1955,Vickie,F,6639
1955,Maria,F,6208
1955,Ruth,F,6185
1955,Rhonda,F,6170
1955,Rita,F,6095
1955,Jacqueline,F,6040
1955,Phyllis,F,5688
1955,Kim,F,5687
1955,Darlene,F,5642
1955,Elaine,F,5634
1955,Cindy,F,5592
1955,Helen,F,5592
1955,Valerie,F,5514
1955,Ellen,F,5470
1955,Victoria,F,5359
1955,Terry,F,5353
1955,Anne,F,5219
1955,Terri,F,5153
1955,Suzanne,F,5136
1955,Alice,F,5076
1955,Michael,M,88372
1955,David,M,86323
1955,James,M,84193
1955,Robert,M,83745
1955,John,M,80124
1955,William,M,59991
1955,Richard,M,53576
1955,Thomas,M,45865
1955,Mark,M,42246
1955,Steven,M,37846
1955,Charles,M,35380
1955,Gary,M,34429
1955,Joseph,M,31599
1955,Donald,M,27736
1955,Kenneth,M,26748
1955,Paul,M,26709
1955,Daniel,M,26463
1955,Ronald,M,26179
1955,Larry,M,22825
1955,Jeffrey,M,22534
1955,Stephen,M,22146
1955,Timothy,M,20737
1955,Dennis,M,20429
1955,Gregory,M,19816
1955,Edward,M,19283
1955,George,M,18169
1955,Kevin,M,17168
1955,Terry,M,15580
1955,Douglas,M,15314
1955,Randy,M,14971
1955,Anthony,M,14177
1955,Bruce,M,14085
1955,Jerry,M,12976
1955,Frank,M,11106
1955,Peter,M,11005
1955,Raymond,M,10994
1955,Roger,M,10973
1955,Scott,M,10779
1955,Keith,M,10415
1955,Brian,M,10112
1955,Patrick,M,9876
1955,Lawrence,M,9133
1955,Alan,M,9038
1955,Wayne,M,8724
1955,Danny,M,8718
1955,Ricky,M,8329
1955,Carl,M,8292
1955,Gerald,M,8073
1955,Christopher,M,7917
1955,Craig,M,7446
1955,Walter,M,7304
1955,Dale,M,7179
1955,Randall,M,6686
1955,Willie,M,6628
1955,Johnny,M,6619
1955,Arthur,M,6577
1955,Russell,M,6539
1955,Roy,M,6332
1955,Glenn,M,6261
1955,Jack,M,6202
1955,Henry,M,6200
1955,Philip,M,6163
1955,Harold,M,6092
1955,Stanley,M,6053
1955,Rodney,M,6049
1955,Andrew,M,6014
1955,Ralph,M,5966
1955,Joe,M,5857
1955,Billy,M,5771
1955,Barry,M,5602
1955,Samuel,M,5529
1955,Steve,M,5514
1955,Jeffery,M,5468
1955,Phillip,M,5407
1955,Bobby,M,5226
1955,Albert,M,5185
1955,Martin,M,5070
1955,Jimmy,M,5036
1956,Mary,F,61743
1956,Debra,F,48307
1956,Linda,F,48074
1956,Deborah,F,47832
1956,Susan,F,46566
1956,Patricia,F,43334
1956,Karen,F,40051
1956,Cynthia,F,32343
1956,Barbara,F,32299
1956,Donna,F,29853
1956,Nancy,F,28785
1956,Pamela,F,26927
1956,Sharon,F,26880
1956,Sandra,F,24297
1956,Diane,F,22511
1956,Carol,F,21406
1956,Kathleen,F,21374
1956,Cheryl,F,21279
1956,Brenda,F,19340
1956,Kathy,F,17177
1956,Janet,F,16762
1956,Elizabeth,F,16344
1956,Denise,F,14509
1956,Teresa,F,14467
1956,Margaret,F,13919
1956,Janice,F,13016
1956,Rebecca,F,12171
1956,Catherine,F,12059
1956,Robin,F,11617
1956,Joyce,F,11089
1956,Lisa,F,11012
1956,Theresa,F,10843
1956,Carolyn,F,10638
1956,Laura,F,10570
1956,Judy,F,10195
1956,Cathy,F,10136
1956,Cindy,F,9979
1956,Kim,F,9897
1956,Debbie,F,9867
1956,Beverly,F,9452
1956,Shirley,F,9425
1956,Christine,F,9375
1956,Connie,F,9361
1956,Betty,F,9218
1956,Judith,F,9111
1956,Ann,F,8989
1956,Paula,F,8923
1956,Julie,F,8573
1956,Gail,F,8434
1956,Jane,F,8245
1956,Bonnie,F,8136
1956,Joan,F,8079
1956,Gloria,F,7922
1956,Sherry,F,7902
1956,Sheila,F,7874
1956,Diana,F,7852
1956,Vicki,F,7765
1956,Lynn,F,7737
1956,Martha,F,7709
1956,Kathryn,F,7595
1956,Wanda,F,7551
1956,Rhonda,F,7520
1956,Peggy,F,7492
1956,Rose,F,7340
1956,Jean,F,7177
1956,Lori,F,7145
1956,Katherine,F,7080
1956,Vickie,F,6959
1956,Jo,F,6956
1956,Marilyn,F,6928
1956,Darlene,F,6917
1956,Dorothy,F,6853
1956,Kimberly,F,6731
1956,Maria,F,6731
1956,Virginia,F,6391
1956,Laurie,F,6202
1956,Ruth,F,6076
1956,Jacqueline,F,6066
1956,Rita,F,6053
1956,Valerie,F,5911
1956,Terri,F,5747
1956,Phyllis,F,5649
1956,Anita,F,5502
1956,Ellen,F,5431
1956,Victoria,F,5387
1956,Anne,F,5352
1956,Michelle,F,5331
1956,Tina,F,5329
1956,Elaine,F,5311
1956,Helen,F,5278
1956,Terry,F,5273
1956,Dawn,F,5127
1956,Angela,F,5033
1956,Suzanne,F,5023
1956,Michael,M,90665
1956,James,M,84861
1956,Robert,M,83906
1956,David,M,81603
1956,John,M,80787
1956,William,M,58962
1956,Richard,M,52892
1956,Mark,M,48827
1956,Thomas,M,44815
1956,Steven,M,38391
1956,Charles,M,35212
1956,Joseph,M,32730
1956,Gary,M,31816
1956,Donald,M,28209
1956,Ronald,M,27720
1956,Kenneth,M,27428
1956,Paul,M,26879
1956,Daniel,M,26639
1956,Timothy,M,23279
1956,Jeffrey,M,23276
1956,Larry,M,22309
1956,Kevin,M,21757
1956,Stephen,M,21192
1956,Gregory,M,21088
1956,Edward,M,19427
1956,Dennis,M,18357
1956,George,M,17231
1956,Randy,M,16540
1956,Douglas,M,16371
1956,Anthony,M,15558
1956,Terry,M,15056
1956,Bruce,M,14666
1956,Brian,M,14662
1956,Scott,M,13215
1956,Jerry,M,12631
1956,Keith,M,11486
1956,Peter,M,11328
1956,Frank,M,11147
1956,Raymond,M,11103
1956,Patrick,M,10320
1956,Roger,M,10146
1956,Lawrence,M,8885
1956,Ricky,M,8772
1956,Alan,M,8719
1956,Wayne,M,8719
1956,Danny,M,8559
1956,Christopher,M,8373
1956,Carl,M,8311
1956,Gerald,M,7986
1956,Dale,M,7713
1956,Craig,M,7424
1956,Russell,M,7402
1956,Walter,M,7006
1956,Randall,M,6906
1956,Johnny,M,6640
1956,Andrew,M,6598
1956,Jeffery,M,6561
1956,Willie,M,6509
1956,Steve,M,6468
1956,Arthur,M,6278
1956,Glenn,M,6193
1956,Joe,M,6131
1956,Roy,M,6128
1956,Philip,M,6104
1956,Rodney,M,6071
1956,Jack,M,6053
1956,Ralph,M,6036
1956,Billy,M,6013
1956,Barry,M,5982
1956,Stanley,M,5977
1956,Harold,M,5957
1956,Henry,M,5956
1956,Martin,M,5678
1956,Samuel,M,5582
1956,Ronnie,M,5498
1956,Phillip,M,5419
1956,Bobby,M,5354
1956,Jimmy,M,5342
1956,Eric,M,5249
1956,Curtis,M,5158
1956,Albert,M,5148
1957,Mary,F,61104
1957,Susan,F,45948
1957,Linda,F,44500
1957,Debra,F,42739
1957,Karen,F,40587
1957,Deborah,F,40084
1957,Cynthia,F,39333
1957,Patricia,F,39276
1957,Barbara,F,29689
1957,Donna,F,28040
1957,Nancy,F,27509
1957,Pamela,F,25017
1957,Brenda,F,24331
1957,Sharon,F,24294
1957,Sandra,F,22765
1957,Cheryl,F,22648
1957,Diane,F,22088
1957,Carol,F,21899
1957,Cindy,F,20266
1957,Kathy,F,20231
1957,Kathleen,F,19740
1957,Elizabeth,F,17496
1957,Janet,F,15751
1957,Teresa,F,15684
1957,Denise,F,15142
1957,Lisa,F,15136
1957,Debbie,F,14386
1957,Julie,F,13635
1957,Margaret,F,13012
1957,Robin,F,12587
1957,Laura,F,12177
1957,Janice,F,11967
1957,Carolyn,F,11573
1957,Rebecca,F,11483
1957,Kim,F,11433
1957,Theresa,F,11179
1957,Catherine,F,11151
1957,Judy,F,10542
1957,Cathy,F,10320
1957,Joyce,F,10154
1957,Christine,F,9577
1957,Kimberly,F,9446
1957,Diana,F,9433
1957,Ann,F,9040
1957,Lori,F,8964
1957,Shirley,F,8848
1957,Connie,F,8765
1957,Beverly,F,8551
1957,Paula,F,8548
1957,Betty,F,8479
1957,Vicki,F,8108
1957,Rhonda,F,8051
1957,Judith,F,8020
1957,Gail,F,7949
1957,Sherry,F,7804
1957,Darlene,F,7782
1957,Jane,F,7780
1957,Sheila,F,7762
1957,Wanda,F,7709
1957,Joan,F,7581
1957,Lynn,F,7438
1957,Peggy,F,7382
1957,Martha,F,7364
1957,Bonnie,F,7239
1957,Kathryn,F,7208
1957,Gloria,F,7120
1957,Jean,F,7044
1957,Terri,F,6970
1957,Rose,F,6898
1957,Vickie,F,6844
1957,Maria,F,6779
1957,Katherine,F,6635
1957,Laurie,F,6547
1957,Dorothy,F,6407
1957,Virginia,F,6240
1957,Valerie,F,6228
1957,Leslie,F,6101
1957,Rita,F,6020
1957,Michelle,F,5981
1957,Tina,F,5856
1957,Anita,F,5812
1957,Marilyn,F,5741
1957,Jo,F,5721
1957,Ruth,F,5667
1957,Ellen,F,5583
1957,Anne,F,5484
1957,Jennifer,F,5483
1957,Victoria,F,5329
1957,Angela,F,5327
1957,Phyllis,F,5307
1957,Jacqueline,F,5288
1957,Terry,F,5264
1957,Dawn,F,5157
1957,Joanne,F,5109
1957,Helen,F,5020
1957,Elaine,F,5013
1957,Michael,M,92718
1957,James,M,84309
1957,David,M,82374
1957,Robert,M,81739
1957,John,M,79007
1957,William,M,56837
1957,Mark,M,52806
1957,Richard,M,52429
1957,Thomas,M,44595
1957,Steven,M,36823
1957,Charles,M,34256
1957,Joseph,M,31812
1957,Gary,M,29517
1957,Kenneth,M,28041
1957,Donald,M,27872
1957,Daniel,M,27321
