rental_date,return_date,amount,release_year,rental_rate,length,replacement_cost,special_features,NC-17,PG,PG-13,R,amount_2,length_2,rental_rate_2
2005-06-19 04:48:22+00:00,2005-06-24 23:10:22+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-07-08 03:47:47+00:00,2005-07-09 23:17:47+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-07-31 13:25:38+00:00,2005-08-03 18:16:38+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-08-17 14:02:29+00:00,2005-08-23 14:26:29+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-06-20 15:46:48+00:00,2005-06-22 12:43:48+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-07-08 14:24:22+00:00,2005-07-14 15:09:22+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-07-31 05:16:51+00:00,2005-08-02 00:23:51+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-08-22 13:57:16+00:00,2005-08-23 15:39:16+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-06-20 19:53:59+00:00,2005-06-27 14:54:59+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-07-08 07:48:40+00:00,2005-07-14 02:54:40+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-07-29 03:37:23+00:00,2005-08-04 08:33:23+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-08-20 04:54:14+00:00,2005-08-22 00:55:14+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-06-21 02:02:54+00:00,2005-06-29 04:41:54+00:00,4.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,24.900100000000002,27889.0,8.940100000000001
2005-07-06 16:49:28+00:00,2005-07-09 20:29:28+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-07-31 04:50:54+00:00,2005-08-05 00:05:54+00:00,2.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,8.940100000000001,27889.0,8.940100000000001
2005-08-17 14:31:40+00:00,2005-08-25 17:53:40+00:00,3.99,2004.0,2.99,167.0,20.99,{Trailers},0,0,0,1,15.920100000000001,27889.0,8.940100000000001
2005-05-25 08:44:31+00:00,2005-05-29 05:03:31+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-06-15 15:11:39+00:00,2005-06-22 14:45:39+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-12 16:26:38+00:00,2005-07-18 17:26:38+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-29 15:01:57+00:00,2005-08-03 10:03:57+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-08-22 21:46:12+00:00,2005-08-29 20:41:12+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-05-26 01:48:30+00:00,2005-05-30 04:26:30+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-06-17 09:10:36+00:00,2005-06-19 07:52:36+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-10 15:37:28+00:00,2005-07-16 15:10:28+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-27 07:20:18+00:00,2005-08-01 06:23:18+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-08-22 16:01:48+00:00,2005-08-27 20:12:48+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-06-18 12:55:46+00:00,2005-06-24 08:34:46+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-09 23:28:34+00:00,2005-07-18 05:07:34+00:00,2.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,8.940100000000001,3969.0,0.9801
2005-07-30 13:56:00+00:00,2005-08-02 13:22:00+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-08-21 10:50:48+00:00,2005-08-28 15:35:48+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-08 03:15:28+00:00,2005-07-15 02:53:28+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-29 03:10:25+00:00,2005-08-05 03:30:25+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-08-23 21:42:42+00:00,2005-08-27 00:25:42+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-10 10:02:25+00:00,2005-07-16 11:33:25+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-28 00:51:49+00:00,2005-07-29 22:21:49+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-08-23 03:21:22+00:00,2005-08-29 02:21:22+00:00,0.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,0.9801,3969.0,0.9801
2005-07-27 23:05:40+00:00,2005-08-05 18:47:40+00:00,2.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,8.940100000000001,3969.0,0.9801
2005-08-20 17:46:38+00:00,2005-08-29 17:07:38+00:00,2.99,2006.0,0.99,63.0,22.99,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",0,0,0,0,8.940100000000001,3969.0,0.9801
2005-05-25 08:47:44+00:00,2005-06-01 04:58:44+00:00,4.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,24.900100000000002,31329.0,8.940100000000001
2005-06-19 05:38:39+00:00,2005-06-23 04:16:39+00:00,2.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,8.940100000000001,31329.0,8.940100000000001
2005-07-06 21:56:46+00:00,2005-07-11 00:44:46+00:00,2.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,8.940100000000001,31329.0,8.940100000000001
2005-07-31 19:44:43+00:00,2005-08-08 14:30:43+00:00,5.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,35.880100000000006,31329.0,8.940100000000001
2005-08-19 05:57:21+00:00,2005-08-28 05:10:21+00:00,6.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,48.8601,31329.0,8.940100000000001
2005-07-09 14:23:21+00:00,2005-07-14 12:06:21+00:00,2.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,8.940100000000001,31329.0,8.940100000000001
2005-07-31 05:02:24+00:00,2005-08-09 06:08:24+00:00,6.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,48.8601,31329.0,8.940100000000001
2005-08-24 01:10:24+00:00,2005-08-25 21:58:24+00:00,2.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,8.940100000000001,31329.0,8.940100000000001
2005-07-12 19:07:49+00:00,2005-07-21 22:43:49+00:00,6.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,48.8601,31329.0,8.940100000000001
2005-08-01 21:51:21+00:00,2005-08-03 23:01:21+00:00,2.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,8.940100000000001,31329.0,8.940100000000001
2005-08-20 18:50:06+00:00,2005-08-24 14:38:06+00:00,2.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,8.940100000000001,31329.0,8.940100000000001
2005-07-28 01:48:03+00:00,2005-08-02 02:23:03+00:00,2.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,8.940100000000001,31329.0,8.940100000000001
2005-08-22 03:50:57+00:00,2005-08-26 08:45:57+00:00,2.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,8.940100000000001,31329.0,8.940100000000001
2005-07-29 06:43:25+00:00,2005-08-01 04:23:25+00:00,2.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,8.940100000000001,31329.0,8.940100000000001
2005-08-18 14:35:13+00:00,2005-08-26 12:20:13+00:00,5.99,2010.0,2.99,177.0,27.99,"{Trailers,Commentaries}",0,1,0,0,35.880100000000006,31329.0,8.940100000000001
2005-05-25 08:51:46+00:00,2005-05-31 07:14:46+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-06-17 05:31:46+00:00,2005-06-26 06:09:46+00:00,3.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,15.920100000000001,12321.0,0.9801
2005-07-08 04:13:52+00:00,2005-07-09 04:52:52+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-07-28 09:12:04+00:00,2005-08-05 06:28:04+00:00,2.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,8.940100000000001,12321.0,0.9801
2005-08-17 21:00:42+00:00,2005-08-27 02:07:42+00:00,3.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,15.920100000000001,12321.0,0.9801
2005-05-28 18:01:02+00:00,2005-06-06 23:06:02+00:00,3.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,15.920100000000001,12321.0,0.9801
2005-06-19 03:44:08+00:00,2005-06-20 05:36:08+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-07-09 22:27:00+00:00,2005-07-11 18:18:00+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-08-01 17:07:34+00:00,2005-08-06 19:14:34+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-08-22 00:19:52+00:00,2005-08-28 21:10:52+00:00,1.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,3.9601,12321.0,0.9801
2005-06-15 12:09:12+00:00,2005-06-17 08:05:12+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-07-08 08:11:04+00:00,2005-07-10 02:48:04+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-07-28 17:24:32+00:00,2005-08-05 20:09:32+00:00,2.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,8.940100000000001,12321.0,0.9801
2005-08-21 06:43:15+00:00,2005-08-24 06:47:15+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-07-09 02:42:47+00:00,2005-07-15 08:36:47+00:00,1.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,3.9601,12321.0,0.9801
2005-07-30 14:21:03+00:00,2005-08-04 19:14:03+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-08-18 19:51:12+00:00,2005-08-20 16:05:12+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-07-10 05:05:38+00:00,2005-07-18 00:47:38+00:00,1.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,3.9601,12321.0,0.9801
2005-08-02 16:01:30+00:00,2005-08-05 11:56:30+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-08-17 03:06:30+00:00,2005-08-19 07:49:30+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-07-12 20:10:50+00:00,2005-07-17 18:51:50+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-07-29 13:07:38+00:00,2005-08-04 11:01:38+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-08-23 06:39:56+00:00,2005-08-25 08:39:56+00:00,0.99,2005.0,0.99,111.0,12.99,"{Commentaries,""Deleted Scenes""}",0,0,0,1,0.9801,12321.0,0.9801
2005-05-25 09:09:04+00:00,2005-05-28 03:12:04+00:00,4.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,22201.0,24.900100000000002
2005-06-20 09:18:16+00:00,2005-06-26 10:56:16+00:00,7.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,63.84010000000001,22201.0,24.900100000000002
2005-07-09 04:26:59+00:00,2005-07-14 23:42:59+00:00,6.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,48.8601,22201.0,24.900100000000002
2005-07-29 22:23:57+00:00,2005-08-05 23:38:57+00:00,8.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,80.82010000000001,22201.0,24.900100000000002
2005-08-20 21:28:57+00:00,2005-08-28 02:07:57+00:00,8.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,80.82010000000001,22201.0,24.900100000000002
2005-07-08 13:55:06+00:00,2005-07-11 12:26:06+00:00,4.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,22201.0,24.900100000000002
2005-08-02 13:19:22+00:00,2005-08-11 07:56:22+00:00,10.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,120.7801,22201.0,24.900100000000002
2005-08-22 18:27:46+00:00,2005-08-23 21:46:46+00:00,4.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,22201.0,24.900100000000002
2005-07-11 01:01:12+00:00,2005-07-16 22:27:12+00:00,7.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,63.84010000000001,22201.0,24.900100000000002
2005-08-01 18:58:14+00:00,2005-08-02 17:38:14+00:00,4.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,22201.0,24.900100000000002
2005-08-17 16:37:54+00:00,2005-08-19 14:11:54+00:00,4.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,22201.0,24.900100000000002
2005-07-13 02:40:48+00:00,2005-07-20 03:07:48+00:00,8.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,80.82010000000001,22201.0,24.900100000000002
2005-07-28 16:33:10+00:00,2005-08-04 11:40:10+00:00,8.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,80.82010000000001,22201.0,24.900100000000002
2005-08-17 08:33:17+00:00,2005-08-21 11:50:17+00:00,5.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,35.880100000000006,22201.0,24.900100000000002
2005-07-30 19:56:39+00:00,2005-08-04 17:25:39+00:00,6.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,48.8601,22201.0,24.900100000000002
2005-08-21 10:26:48+00:00,2005-08-30 14:34:48+00:00,10.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,120.7801,22201.0,24.900100000000002
2005-08-01 01:08:56+00:00,2005-08-02 03:35:56+00:00,4.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,22201.0,24.900100000000002
2005-08-20 16:11:03+00:00,2005-08-21 19:53:03+00:00,4.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,24.900100000000002,22201.0,24.900100000000002
2005-08-02 21:42:49+00:00,2005-08-11 22:14:49+00:00,10.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,120.7801,22201.0,24.900100000000002
2005-08-20 11:49:06+00:00,2005-08-28 14:11:06+00:00,9.99,2008.0,4.99,149.0,22.99,"{""Deleted Scenes"",""Behind the Scenes""}",0,0,1,0,99.8001,22201.0,24.900100000000002
2005-05-25 09:12:29+00:00,2005-06-02 04:28:29+00:00,5.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,35.880100000000006,18769.0,0.9801
2005-06-19 20:55:59+00:00,2005-06-26 22:11:59+00:00,4.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,24.900100000000002,18769.0,0.9801
2005-07-07 12:50:33+00:00,2005-07-14 14:56:33+00:00,4.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,24.900100000000002,18769.0,0.9801
2005-07-27 17:58:57+00:00,2005-08-02 16:40:57+00:00,3.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,15.920100000000001,18769.0,0.9801
2005-08-21 11:45:47+00:00,2005-08-27 06:23:47+00:00,3.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,15.920100000000001,18769.0,0.9801
2005-05-26 07:09:30+00:00,2005-05-27 05:37:30+00:00,0.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,0.9801,18769.0,0.9801
2005-06-21 02:19:25+00:00,2005-06-24 21:18:25+00:00,1.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,3.9601,18769.0,0.9801
2005-07-12 21:23:01+00:00,2005-07-21 23:38:01+00:00,6.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,48.8601,18769.0,0.9801
2005-07-27 04:55:03+00:00,2005-08-02 01:19:03+00:00,2.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,8.940100000000001,18769.0,0.9801
2005-08-23 17:46:27+00:00,2005-08-27 14:16:27+00:00,1.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,3.9601,18769.0,0.9801
2005-05-27 22:42:57+00:00,2005-05-31 02:35:57+00:00,0.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,0.9801,18769.0,0.9801
2005-06-21 23:31:40+00:00,2005-06-30 23:08:40+00:00,6.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,48.8601,18769.0,0.9801
2005-07-08 08:48:36+00:00,2005-07-17 11:57:36+00:00,6.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,48.8601,18769.0,0.9801
2005-07-28 22:34:20+00:00,2005-07-31 23:07:20+00:00,0.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,0.9801,18769.0,0.9801
2005-08-21 15:08:17+00:00,2005-08-23 12:37:17+00:00,0.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,0.9801,18769.0,0.9801
2005-05-31 22:44:53+00:00,2005-06-08 02:02:53+00:00,4.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,24.900100000000002,18769.0,0.9801
2005-06-18 09:46:15+00:00,2005-06-24 09:06:15+00:00,3.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,15.920100000000001,18769.0,0.9801
2005-07-10 16:45:36+00:00,2005-07-13 14:05:36+00:00,0.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,0.9801,18769.0,0.9801
2005-07-28 16:10:02+00:00,2005-08-02 19:50:02+00:00,2.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,8.940100000000001,18769.0,0.9801
2005-08-22 22:35:59+00:00,2005-08-29 01:18:59+00:00,3.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,15.920100000000001,18769.0,0.9801
2005-06-15 13:23:59+00:00,2005-06-19 07:44:59+00:00,1.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,3.9601,18769.0,0.9801
2005-07-08 06:32:38+00:00,2005-07-14 05:05:38+00:00,3.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,15.920100000000001,18769.0,0.9801
2005-07-28 07:11:29+00:00,2005-08-04 04:14:29+00:00,4.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,24.900100000000002,18769.0,0.9801
2005-08-17 08:49:46+00:00,2005-08-24 12:49:46+00:00,4.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,24.900100000000002,18769.0,0.9801
2005-06-17 08:06:13+00:00,2005-06-22 11:46:13+00:00,2.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,8.940100000000001,18769.0,0.9801
2005-07-08 04:39:08+00:00,2005-07-12 01:57:08+00:00,0.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,0.9801,18769.0,0.9801
2005-07-28 19:35:41+00:00,2005-08-01 23:12:41+00:00,1.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,3.9601,18769.0,0.9801
2005-08-18 05:51:44+00:00,2005-08-26 05:01:44+00:00,5.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,35.880100000000006,18769.0,0.9801
2005-07-29 12:53:38+00:00,2005-08-01 18:12:38+00:00,0.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,0.9801,18769.0,0.9801
2005-08-18 14:24:17+00:00,2005-08-27 18:22:17+00:00,6.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,48.8601,18769.0,0.9801
2005-08-02 20:34:29+00:00,2005-08-03 21:40:29+00:00,0.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,0.9801,18769.0,0.9801
2005-08-19 16:55:30+00:00,2005-08-21 15:01:30+00:00,0.99,2007.0,0.99,137.0,21.99,"{Trailers,""Deleted Scenes""}",0,1,0,0,0.9801,18769.0,0.9801
2005-05-25 09:24:58+00:00,2005-05-31 06:47:58+00:00,4.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,24.900100000000002,10404.0,24.900100000000002
2005-06-19 17:17:21+00:00,2005-06-24 19:09:21+00:00,4.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,24.900100000000002,10404.0,24.900100000000002
2005-07-09 17:12:35+00:00,2005-07-10 17:37:35+00:00,4.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,24.900100000000002,10404.0,24.900100000000002
2005-07-30 02:37:49+00:00,2005-08-05 03:32:49+00:00,4.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,24.900100000000002,10404.0,24.900100000000002
2005-08-19 22:35:52+00:00,2005-08-23 21:18:52+00:00,4.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,24.900100000000002,10404.0,24.900100000000002
2005-05-29 20:44:08+00:00,2005-06-06 23:21:08+00:00,5.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,35.880100000000006,10404.0,24.900100000000002
2005-06-15 11:32:24+00:00,2005-06-21 09:12:24+00:00,4.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,24.900100000000002,10404.0,24.900100000000002
2005-07-07 02:13:45+00:00,2005-07-15 04:22:45+00:00,6.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,48.8601,10404.0,24.900100000000002
2005-08-02 16:20:42+00:00,2005-08-06 18:01:42+00:00,4.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,24.900100000000002,10404.0,24.900100000000002
2005-08-20 16:11:46+00:00,2005-08-21 10:39:46+00:00,4.99,2009.0,4.99,102.0,13.99,"{Trailers,Commentaries}",0,1,0,0,24.900100000000002,10404.0,24.900100000000002
