Id,GameID,Username,Bet,CashedOut,Bonus,Profit,BustedAt,PlayDate
11795233,3350656,Godisone,5,NA,NA,NA,1.79,2016-11-16T11:49:50Z
4508428,3316257,manahmanah,3,1.25,0,0.75,3.32,2016-11-06T17:52:02Z
23034527,3414641,sfast,1,NA,NA,NA,1.22,2016-12-04T15:29:15Z
671735,3298223,onise222,1,NA,NA,NA,1.14,2016-11-01T14:30:53Z
14314207,3366759,Radeon,161,1.1,0,16.1,1.34,2016-11-21T00:54:00Z
10677779,3343891,vsvlv,53,NA,NA,NA,1.04,2016-11-14T14:26:00Z
5229462,3319397,bobo12,3,1.45,3.33,1.45,7.47,2016-11-07T15:18:47Z
9197568,3336118,sdy7777,3120,NA,NA,NA,1.37,2016-11-12T09:24:36Z
6341112,3323897,Malc,250,NA,NA,NA,1.07,2016-11-08T22:11:17Z
11299482,3347635,Gabryciarm,1,NA,NA,NA,1.93,2016-11-15T15:29:58Z
2048820,3305431,douknow,3000,NA,NA,NA,1.14,2016-11-03T15:47:31Z
1567762,3302963,ClientUser,20,1.04,2.5,1.3,1.15,2016-11-02T22:48:18Z
24284202,3420998,tlaelel,52,NA,NA,NA,2.99,2016-12-06T10:46:44Z
21206400,3405364,leus,2,NA,NA,NA,1.09,2016-12-01T23:46:26Z
25180779,3425857,zmarat,10,1.04,0,0.4,1.49,2016-12-07T19:21:19Z
20872024,3403956,GrantAWish,2000,1.1,0,200,1.36,2016-12-01T14:04:51Z
9853129,3339596,saqib114,100,NA,NA,NA,1.13,2016-11-13T09:18:09Z
6944394,3326393,sarmat545,1,1.11,2,0.13,1.88,2016-11-09T14:59:35Z
25701242,3429070,kill2126,12,NA,NA,NA,1.5,2016-12-08T16:58:20Z
12602361,3355461,Gol_Lura,12,1.1,3.42,1.61,1.16,2016-11-17T20:36:46Z
13505737,3361688,shot_,101,3,3.56,205.6,4.51,2016-11-19T14:27:50Z
773826,3298734,manahmanah,3,NA,NA,NA,5.04,2016-11-01T18:04:23Z
11682661,3349991,Nongboy,1000,4.09,1.74,3107.42,7.35,2016-11-16T07:17:22Z
13408763,3361050,anajovielyn,2,5,1,8.02,14.32,2016-11-19T10:11:47Z
23379518,3416491,kptpro,30000,NA,NA,NA,1.03,2016-12-05T04:03:13Z
8759836,3334081,BlackCoupon,1630,1.08,2.17,165.73,1.86,2016-11-11T19:39:19Z
22832040,3413632,Saving1719,1,1.01,0,0.01,1.68,2016-12-04T08:33:44Z
16063423,3377447,Knox,500,NA,NA,NA,1.05,2016-11-24T01:47:12Z
11375322,3348028,prog123,56,10,4.48,506.51,909.86,2016-11-15T18:10:09Z
16170112,3378126,CyberBex,7,1.04,0,0.28,1.71,2016-11-24T06:22:20Z
4305807,3315461,Ashikune,360,1.05,0,18,1.52,2016-11-06T12:21:44Z
2572320,3308024,acebern,40,2.3,4.23,53.69,4.75,2016-11-04T09:37:31Z
3256763,3311114,orlovesky,299,6.8,1.25,1737.95,8.29,2016-11-05T06:47:57Z
7098746,3327019,hplaser,53,1.31,0,16.43,7.42,2016-11-09T19:21:55Z
11217627,3347134,klay18,50,NA,NA,NA,1.34,2016-11-15T12:12:28Z
12820833,3357032,jenya040588,130,1.13,0,16.9,4.26,2016-11-18T07:11:08Z
22297173,3411000,III_kamlesh_III,479,NA,NA,NA,10.36,2016-12-03T14:09:39Z
17070493,3383278,Vvlong,500,NA,NA,NA,4.11,2016-11-25T17:02:05Z
12465365,3354721,Tulus72,18,1.1,0,1.8,635.96,2016-11-17T15:34:23Z
22981392,3414373,Romanson93,40,2.04,3.92,43.17,4.76,2016-12-04T13:39:18Z
21700583,3407818,ghostTW123,1000,NA,NA,NA,1.11,2016-12-02T16:29:22Z
18402188,3391554,sergunguz,2,NA,NA,NA,1.23,2016-11-28T00:15:23Z
11858541,3351014,makimilian,3,NA,NA,NA,1.5,2016-11-16T14:18:10Z
1549548,3302861,limbo,20,1.17,0,3.4,1.2,2016-11-02T22:04:16Z
26005222,3431004,fboy,8,1.36,0,2.88,2,2016-12-09T06:24:23Z
19489567,3397420,xxxx74,160,NA,NA,NA,1.28,2016-11-29T16:50:08Z
12263122,3353537,mobguy,178,1.05,0,8.9,1.36,2016-11-17T07:32:32Z
820297,3298966,user1114,500,1.04,1.17,25.84,3.84,2016-11-01T19:37:11Z
23444276,3416869,boykoaleks,101,1.35,2.96,38.34,3.27,2016-12-05T06:39:51Z
13907159,3364314,anton02_87,1,NA,NA,NA,1.34,2016-11-20T08:29:17Z
12392928,3354293,Morgausa,3,1.05,2.67,0.23,1.1,2016-11-17T12:39:27Z
26368009,3433127,serg611,500,NA,NA,NA,1.29,2016-12-09T20:42:40Z
24969964,3424716,mattiasc2,4,NA,NA,NA,1.49,2016-12-07T11:47:13Z
557974,3297686,illusi0n555,29,1.25,0,7.25,3.29,2016-11-01T10:51:39Z
7292364,3327846,novorosrubin,1,NA,NA,NA,1.06,2016-11-10T01:18:01Z
6420494,3324239,whddhks817,150,NA,NA,NA,1.14,2016-11-09T00:33:39Z
15572486,3374623,Bocah_Liar,60,1.5,3.18,31.91,2.32,2016-11-23T06:30:39Z
3410599,3311746,sizeopt,14,1.04,0,0.56,1.19,2016-11-05T11:08:37Z
7518750,3328897,Gabryciarm,3,NA,NA,NA,7.8,2016-11-10T08:30:14Z
6114333,3322987,pragna,92,1.05,0,4.6,2.81,2016-11-08T15:49:10Z
4420885,3315907,Barilla,50,2.72,4.1,88.05,6.5,2016-11-06T15:28:54Z
22300125,3411014,ghounit,1,NA,NA,NA,1.45,2016-12-03T14:15:47Z
22497607,3411926,Pankaj,5,NA,NA,NA,2.21,2016-12-03T20:37:59Z
24968050,3424706,muzli,11,1.4,3.36,4.77,3.36,2016-12-07T11:44:20Z
8397243,3332692,znay22,18,NA,NA,NA,1.62,2016-11-11T10:01:54Z
23745029,3418319,sashasas_002,1,NA,NA,NA,1.61,2016-12-05T16:33:10Z
20971727,3404344,butaw,1100,1.17,0,187,5.94,2016-12-01T16:47:24Z
23132260,3415108,Psychopath,2000,NA,NA,NA,1.23,2016-12-04T18:36:52Z
127585,3295393,wolfy9,358,1.04,0,14.32,3.41,2016-10-31T19:35:10Z
8182950,3331754,diana,35638,1.11,0,3920.18,8.08,2016-11-11T03:38:56Z
3086178,3310340,cliffhangers,2,NA,NA,NA,1.54,2016-11-05T01:34:43Z
16943756,3382565,SonsStrats,55,NA,NA,NA,2.13,2016-11-25T12:23:39Z
6476311,3324480,telek,7,NA,NA,NA,1.72,2016-11-09T02:06:39Z
18537671,3392498,AdmiralNelson18,8,1.25,3.75,2.3,1.54,2016-11-28T06:28:36Z
21794260,3408270,lelik3310,2,2,5.5,2.11,2.22,2016-12-02T19:26:38Z
11304528,3347661,serg611,5,NA,NA,NA,1.08,2016-11-15T15:40:23Z
902266,3299393,rbgusdldl,30,NA,NA,NA,1.01,2016-11-01T22:33:44Z
13004198,3358233,cnb,500,NA,NA,NA,3.84,2016-11-18T15:27:46Z
26819774,3435813,Laletin,27,1.5,0,13.5,2.55,2016-12-10T14:56:04Z
17221572,3384204,nesdeyparra,10,1.02,0.3,0.23,1.08,2016-11-25T23:11:26Z
24763741,3423576,tvvmf789,3000,1.06,0,180,1.09,2016-12-07T04:07:41Z
26124072,3431717,Haverchuk,9,NA,NA,NA,1.56,2016-12-09T11:12:45Z
2163138,3305975,Hook80,500,1.33,0,165,2.54,2016-11-03T19:22:23Z
14383322,3367288,Nongboy,500,NA,NA,NA,1.17,2016-11-21T04:22:49Z
22953498,3414231,Bodster96,6,NA,NA,NA,1.7,2016-12-04T12:41:17Z
2352441,3306949,JohnL,5,NA,NA,NA,1.16,2016-11-04T01:57:42Z
8967738,3335007,SuckDad,168000,1.69,2.16,119555.72,9.34,2016-11-12T02:00:59Z
23309273,3416061,yong,114,NA,NA,NA,1.48,2016-12-05T01:02:31Z
1251424,3301358,Krug,109,NA,NA,NA,1.28,2016-11-02T11:50:39Z
23814957,3418625,angels_2424,108,NA,NA,NA,1.97,2016-12-05T18:38:47Z
12444145,3354604,sh5427,1,NA,NA,NA,1.17,2016-11-17T14:44:34Z
8860801,3334523,GioMilan,7594,NA,NA,NA,1.17,2016-11-11T22:41:29Z
17554922,3386374,interestingpw,58,1.05,1.84,3.97,1.06,2016-11-26T13:33:54Z
19394086,3396972,khanhpham,143,5,3.13,576.48,7.44,2016-11-29T13:38:06Z
11200559,3347007,Dalles,1,1.13,0,0.13,2.87,2016-11-15T11:22:53Z
12315595,3353837,CADEKO,20,NA,NA,NA,1.08,2016-11-17T09:33:33Z
9832651,3339484,Mylar,1,1.33,0,0.33,1.45,2016-11-13T08:32:54Z
14129845,3365621,Gol_Lura,5,1.1,0,0.5,1.68,2016-11-20T17:11:58Z
23167185,3415277,piratsylver,399,2,0,399,6.78,2016-12-04T19:42:23Z
21966020,3409238,hoaithuong,220,NA,NA,NA,2.14,2016-12-03T02:05:04Z
2565386,3307995,post1,1,1.43,5,0.48,2.28,2016-11-04T09:23:40Z
2105839,3305693,Luxerion,2,NA,NA,NA,2.06,2016-11-03T17:34:03Z
19777522,3398793,kixon97,800,2,0,800,2.41,2016-11-30T02:20:17Z
23782567,3418480,maxmudxxx,7,1.04,0,0.28,1.81,2016-12-05T17:44:33Z
24962473,3424676,rovaz,1,NA,NA,NA,1.19,2016-12-07T11:33:48Z
7796361,3330082,Luxo,23,NA,NA,NA,1.36,2016-11-10T16:17:56Z
3022777,3310032,sarmat545,45,1.11,0,4.95,4.62,2016-11-04T23:20:45Z
18036421,3389437,krwok,637,1.08,0,50.96,11.82,2016-11-27T10:01:30Z
11624575,3349601,klay18,100,2,2.6,102.6,3.57,2016-11-16T04:44:23Z
17405145,3385482,Georgie1,14,1.08,0,1.12,48.02,2016-11-26T07:32:09Z
2668082,3308439,yuze777999,1,NA,NA,NA,1.75,2016-11-04T12:19:46Z
11654429,3349801,serg53,2,2,3,2.06,2.07,2016-11-16T06:03:07Z
4244148,3315204,hamed22,9,NA,NA,NA,2.67,2016-11-06T10:33:33Z
7460209,3328630,victor95pc,4,NA,NA,NA,1.14,2016-11-10T06:40:30Z
7230934,3327558,marcopac,4,1.04,0,0.16,9.64,2016-11-09T23:17:36Z
2393241,3307178,novita1234,4,1.05,0,0.2,10.07,2016-11-04T03:31:45Z
10102545,3340853,abbos,6,NA,NA,NA,3.74,2016-11-13T18:04:32Z
22881663,3413886,cowbay,10,NA,NA,NA,1.06,2016-12-04T10:17:38Z
7279308,3327785,janjanjan,1000,1.01,1.72,27.23,2.46,2016-11-10T00:51:10Z
12133388,3352666,afrod,3,NA,NA,NA,1.12,2016-11-17T01:26:40Z
21794189,3408269,bustabitmoney,14,NA,NA,NA,1.58,2016-12-02T19:26:22Z
6255827,3323550,AnAcHiE99,20,2,3.6,20.72,3.23,2016-11-08T19:43:42Z
10480771,3342786,RoberBaron,475,NA,NA,NA,1.03,2016-11-14T07:05:00Z
7072760,3326915,drs9,4,1.96,7.75,4.15,2.02,2016-11-09T18:41:01Z
10607124,3343511,Safae,8,NA,NA,NA,1.07,2016-11-14T11:50:46Z
10905185,3345113,v163va,4,1.25,1.25,1.05,1.99,2016-11-14T22:41:12Z
12781090,3356753,ser7Jg,300,1.49,0,147,2.38,2016-11-18T05:12:04Z
7931628,3330638,terriri,320,2,4.93,335.79,3.76,2016-11-10T19:58:16Z
15603459,3374788,Seller,115,NA,NA,NA,1.77,2016-11-23T07:36:46Z
22854374,3413746,lehanehjy,2,3,1.5,4.03,3.49,2016-12-04T09:20:42Z
26975504,3436547,markus,1,1.99,4,1.03,4.35,2016-12-10T20:03:34Z
18253477,3390688,zKevo,500,NA,NA,NA,1.23,2016-11-27T18:32:49Z
25901946,3430309,drs9,2,1.34,0,0.68,3.31,2016-12-09T01:36:50Z
3912689,3313767,xopek33,67,NA,NA,NA,4.53,2016-11-06T00:52:30Z
10571714,3343315,serg611,5,NA,NA,NA,1.62,2016-11-14T10:41:21Z
15476714,3374086,x9229k,11,1.2,2.73,2.5,1.4,2016-11-23T02:43:35Z
13688112,3362810,edbit,25,1.53,1.12,13.53,2.38,2016-11-19T22:13:21Z
21364725,3406267,krwok,5975,1.9,0,5377.5,5.59,2016-12-02T05:40:30Z
1823387,3304349,megainvest,261,NA,NA,NA,2.07,2016-11-03T08:23:10Z
12205625,3353160,999DRAGON999,98,NA,NA,NA,1.06,2016-11-17T04:50:38Z
18945125,3394587,Shadowshot2,210,NA,NA,NA,1.5,2016-11-28T20:56:20Z
9025504,3335268,eatbeefgoham,300,NA,NA,NA,1.01,2016-11-12T03:51:25Z
4230728,3315149,RedJive,70,NA,NA,NA,1.28,2016-11-06T10:11:22Z
12962167,3357964,bagration,2,NA,NA,NA,1.37,2016-11-18T13:37:47Z
24354478,3421303,sdy7777,68,NA,NA,NA,3.43,2016-12-06T12:50:00Z
14341323,3366977,VanillaHF,155,1.05,0,7.75,1.26,2016-11-21T02:20:06Z
17475332,3385908,Shadowshot3,262,1.11,0,28.82,9.53,2016-11-26T10:30:40Z
523613,3297522,vladchapko,3,NA,NA,NA,1.03,2016-11-01T09:48:13Z
21257836,3405669,Xysle,60,1.05,1.57,3.94,1.44,2016-12-02T01:39:05Z
9074504,3335489,tsp0658,48,1.35,0,16.8,3.52,2016-11-12T05:21:02Z
20363632,3401545,Kirr923,4,2.6,1.25,6.45,6.47,2016-11-30T21:22:56Z
15465020,3374016,shot_,116,3,2.27,234.63,9.48,2016-11-23T02:14:53Z
25891463,3430230,sergunguz,10,1,0,0,1.85,2016-12-09T01:05:09Z
15578814,3374655,Hostile,100,NA,NA,NA,1.01,2016-11-23T06:44:23Z
17352671,3385118,mans,24,NA,NA,NA,2.2,2016-11-26T05:09:22Z
4469813,3316098,leus,20,3.96,2,59.6,7.43,2016-11-06T16:43:18Z
17519912,3386171,BiGaLPaL,4,NA,NA,NA,1.1,2016-11-26T12:14:31Z
15777873,3375729,x9229k,11,NA,NA,NA,1,2016-11-23T13:59:23Z
9800170,3339301,Cheepot10,6,1.05,2.5,0.45,1.37,2016-11-13T07:21:53Z
3545794,3312313,xc23,1,NA,NA,NA,1.15,2016-11-05T14:50:31Z
12975951,3358053,MartinG,50,NA,NA,NA,1.29,2016-11-18T14:13:43Z
12269783,3353575,anton02_87,4,NA,NA,NA,1.23,2016-11-17T07:46:43Z
20158723,3400659,Jacksondubart,327,NA,NA,NA,2.31,2016-11-30T15:08:16Z
9871278,3339694,GrannyWasher,2,1.33,2.5,0.71,1.71,2016-11-13T10:05:50Z
8753173,3334053,novorosrubin,1,1.1,0,0.1,9.68,2016-11-11T19:28:06Z
20137111,3400562,fgsinger,412,1.38,0,156.56,2.66,2016-11-30T14:29:50Z
24462387,3421863,jenya040588,1,1.2,0,0.2,3.05,2016-12-06T16:33:36Z
16537647,3380185,Squrch,200,1.2,0,40,3.86,2016-11-24T20:21:01Z
14116691,3365543,murad24,1,NA,NA,NA,1.73,2016-11-20T16:37:16Z
1929037,3304865,illusi0n555,37,NA,NA,NA,1.29,2016-11-03T11:56:55Z
17467191,3385861,amjune,2,NA,NA,NA,1.73,2016-11-26T10:10:12Z
18946766,3394596,meanmachine1,500,1.19,0,95,1.26,2016-11-28T21:00:49Z
4493347,3316198,toysstewart,29,1.04,4.97,2.6,1.04,2016-11-06T17:23:38Z
11821902,3350811,Baalzebul,576,NA,NA,NA,1.2,2016-11-16T12:52:41Z
13284236,3360116,andmor,1,1.01,0,0.01,3.2,2016-11-19T03:58:43Z
12915333,3357635,fboy,1,2.28,1,1.29,7.26,2016-11-18T11:24:55Z
3427172,3311812,ehswhaEkwk,500,1.98,2.57,502.83,4.44,2016-11-05T11:36:57Z
16852144,3382048,mans,15,NA,NA,NA,1.09,2016-11-25T08:52:39Z
9161044,3335930,sss1012,24,NA,NA,NA,1.31,2016-11-12T08:10:13Z
25392793,3427194,Neyeshpapa,104,NA,NA,NA,4,2016-12-08T04:22:12Z
12445004,3354609,Evil_Carrot,8,1.1,0,0.8,89.37,2016-11-17T14:46:14Z
10047739,3340592,a223532,5,NA,NA,NA,1.19,2016-11-13T16:17:49Z
18857679,3394159,roNgGoLaWe,1,NA,NA,NA,2.46,2016-11-28T18:01:20Z
15219628,3372548,vitaminabc,3,NA,NA,NA,1.69,2016-11-22T16:19:12Z
2716333,3308654,Papy26,100,1.2,2.72,22.72,1.91,2016-11-04T13:53:00Z
9234588,3336310,sss1012,5,1.1,0,0.5,1.4,2016-11-12T10:45:11Z
13896243,3364248,RoberBaron,2828,1.4,1.51,1173.89,10.63,2016-11-20T07:58:54Z
22204329,3410518,drusha2006,4,1.08,0,0.32,4.21,2016-12-03T10:51:09Z
22579241,3412315,Dalles,4,1.13,0,0.52,2.51,2016-12-03T23:18:45Z
8701399,3333827,zzanggu,30000,1.2,3.03,6910.05,1.33,2016-11-11T17:55:48Z
1506352,3302638,dedok3000,200,2,2.89,205.78,6.15,2016-11-02T20:34:34Z
5750773,3321594,simku2300,100,NA,NA,NA,1.68,2016-11-08T06:26:14Z
5231278,3319403,Nvcx,60,NA,NA,NA,1.17,2016-11-07T15:20:43Z
17416411,3385557,Georgie1,1,1.08,0,0.08,1.48,2016-11-26T08:03:24Z
22778445,3413359,Knox,500,NA,NA,NA,1.7,2016-12-04T06:45:29Z
11903476,3351251,Enjoint,20,NA,NA,NA,1.22,2016-11-16T15:52:11Z
20332409,3401406,JackHoxton,1000,1.02,1.91,39.08,2.02,2016-11-30T20:23:28Z
21579643,3407260,nrebeca,2,NA,NA,NA,4.46,2016-12-02T12:34:05Z
25955282,3430683,drsv,2,NA,NA,NA,1.1,2016-12-09T04:06:50Z
14829783,3370233,krwok,5000,1.02,1.27,163.38,1.68,2016-11-22T00:36:15Z
8454521,3332918,zzanggu,8308,NA,NA,NA,2.25,2016-11-11T11:43:39Z
14240273,3366254,Gol_Lura,7,1.1,2.57,0.88,1.27,2016-11-20T21:26:14Z
11699873,3350100,suzuran,1200,3,1.16,2413.92,3.08,2016-11-16T08:01:16Z
6759174,3325658,xopek33,92,5,2.36,370.17,15.43,2016-11-09T10:11:40Z
443751,3297140,martinlutek,6,1.04,0,0.24,4.2,2016-11-01T07:14:41Z
24886309,3424261,Shustrichek,3,NA,NA,NA,1.2,2016-12-07T08:48:40Z
22160849,3410299,10__________10,600,NA,NA,NA,1.19,2016-12-03T09:28:22Z
14128883,3365615,Shadowshot,14,1.11,0,1.54,29.95,2016-11-20T17:08:27Z
8483475,3333034,toysstewart,4,1.04,0,0.16,2.18,2016-11-11T12:33:11Z
13732862,3363147,bagration,2,1.33,0,0.66,3.36,2016-11-20T00:34:05Z
20357123,3401515,TopazKzn,500,1.13,0,65,1.78,2016-11-30T21:10:20Z
17493481,3386017,grandmax,49,1.1,1.63,5.7,1.12,2016-11-26T11:12:50Z
20931755,3404191,banksome,13,NA,NA,NA,1.48,2016-12-01T15:38:54Z
16689779,3381117,manahmanah,4,1.25,3.5,1.14,1.3,2016-11-25T02:33:27Z
6600109,3325007,Tylercpr,200,1.2,4.58,49.17,1.3,2016-11-09T05:38:54Z
6676597,3325318,ksenaSS_04,108,1.4,2.49,45.89,3.37,2016-11-09T07:48:54Z
8864559,3334540,GrannyWasher,3000,1.33,1.57,1037.1,2.19,2016-11-11T22:50:15Z
835261,3299042,Rudigor,2,NA,NA,NA,1,2016-11-01T20:11:34Z
4347616,3315620,wolfy9,98,1.37,1.82,38.04,1.44,2016-11-06T13:29:27Z
11312766,3347704,Etcshaman,1666,NA,NA,NA,1.06,2016-11-15T15:57:44Z
6812644,3325863,juchkoff,5,1.03,0,0.15,2.31,2016-11-09T11:32:00Z
14015857,3364959,erfan33tf,2400,2,1.21,2429.03,2.62,2016-11-20T12:46:34Z
18216505,3390494,gogo5,40,1.39,3.02,16.81,1.98,2016-11-27T17:09:43Z
20654058,3402982,Hoangthien68,286,NA,NA,NA,2.83,2016-12-01T07:22:52Z
6590922,3324970,setco,1,1.45,0,0.45,6.66,2016-11-09T05:23:28Z
18496366,3392217,MikeT,14,NA,NA,NA,1.3,2016-11-28T04:34:11Z
24616601,3422722,OnTheMoon22,78,NA,NA,NA,1.12,2016-12-06T22:21:28Z
25513522,3427949,NabilAmrani,76,1.05,0,3.8,1.51,2016-12-08T09:33:00Z
10560716,3343255,lehanehjy,100,1.1,0,10,3.68,2016-11-14T10:16:05Z
18320411,3391060,romkavoitov,40,1.06,4.4,4.16,1.13,2016-11-27T20:57:11Z
9930694,3339999,Merc,150,1.1,0,15,1.8,2016-11-13T12:10:18Z
8583685,3333399,BildungIstSuper,7,1.04,0.14,0.29,1.58,2016-11-11T15:12:27Z
26276463,3432614,iboby,9,1.39,0,3.51,1.69,2016-12-09T17:17:33Z
3722877,3313011,wolfy9,156,NA,NA,NA,1.47,2016-11-05T19:42:16Z
6401368,3324156,alex7575,10,1.04,0,0.4,3.19,2016-11-08T23:55:53Z
10823433,3344667,Shadowshot,940,2,3.42,972.13,2,2016-11-14T19:31:40Z
7740200,3329851,jamesbrownj,1,1.04,1,0.05,1.42,2016-11-10T14:48:05Z
11590243,3349354,khash,73,NA,NA,NA,1.01,2016-11-16T03:09:05Z
10513801,3342995,john421,400,1.05,2.45,29.81,1.48,2016-11-14T08:25:40Z
14904032,3370773,berserker,210,NA,NA,NA,1.2,2016-11-22T04:14:38Z
26421011,3433467,1000yen,4,NA,NA,NA,1.46,2016-12-09T22:56:10Z
25011833,3424943,klem,4,NA,NA,NA,1.21,2016-12-07T13:18:23Z
18817620,3393965,cocoban,16,NA,NA,NA,3.12,2016-11-28T16:43:44Z
8772354,3334132,setco,1,NA,NA,NA,1.36,2016-11-11T20:00:17Z
26760918,3435526,Gargus,2,6,1.5,10.03,75.25,2016-12-10T12:58:00Z
26067505,3431366,aleks7974,11,1.55,0,6.05,10.67,2016-12-09T09:01:01Z
25283660,3426497,NabilAmrani,126,1.03,0,3.78,2.17,2016-12-07T23:41:39Z
1517390,3302694,Giovanni912,120,NA,NA,NA,1.9,2016-11-02T20:56:39Z
16111186,3377767,drusha2006,2,1.08,0,0.16,1.62,2016-11-24T03:59:01Z
16294514,3378882,amiri930,1,1.25,0,0.25,1.86,2016-11-24T11:25:33Z
1355523,3301884,effectsdx,41,NA,NA,NA,1.02,2016-11-02T15:25:32Z
3893393,3313684,effectsdx,24,1.04,0,0.96,25.05,2016-11-06T00:22:14Z
16252639,3378632,kptpro,2,NA,NA,NA,1.47,2016-11-24T09:39:50Z
19632622,3398062,Usung,839,NA,NA,NA,2.11,2016-11-29T21:14:57Z
25531955,3428058,lakomka,20000,1.32,3.65,7130.52,2.93,2016-12-08T10:11:30Z
11800093,3350686,xrnath,23,NA,NA,NA,1.01,2016-11-16T12:01:06Z
13939542,3364514,ZELIMHAN,5,NA,NA,NA,1.11,2016-11-20T09:46:42Z
19511951,3397517,stell4r,21,1.25,3.24,5.93,2.58,2016-11-29T17:32:12Z
14414936,3367529,shot_,35,NA,NA,NA,1.57,2016-11-21T06:06:41Z
5516369,3320558,rokkpowers,252,NA,NA,NA,1.49,2016-11-07T23:09:17Z
10555088,3343225,Deimoos,200,2,1.57,203.15,2.53,2016-11-14T10:04:24Z
19318140,3396606,dharmendra,9,NA,NA,NA,1.96,2016-11-29T11:02:44Z
8397152,3332692,twotwok,2,1.04,0,0.08,1.62,2016-11-11T10:01:54Z
26973067,3436535,krwok,7108,1.54,4.96,4190.58,1.6,2016-12-10T19:59:08Z
20423972,3401831,Hoangthien68,143,5,1.49,574.13,65.58,2016-11-30T23:21:18Z
20205461,3400863,dantrapp,2,1.07,0,0.14,2.09,2016-11-30T16:33:04Z
3669864,3312822,sofuch,15,NA,NA,NA,1.4,2016-11-05T18:18:35Z
15888607,3376360,meanmachine1,1000,1.3,0,300,4.71,2016-11-23T18:14:44Z
7349076,3328119,ipinupin,100,NA,NA,NA,1.02,2016-11-10T03:12:16Z
15690326,3375222,setco,3,NA,NA,NA,1.13,2016-11-23T10:35:27Z
5153568,3319108,LordMafia09,5000,NA,NA,NA,1.86,2016-11-07T13:19:12Z
24415658,3421611,999DRAGON999,1,NA,NA,NA,1.45,2016-12-06T14:46:39Z
1340635,3301810,haihien999,11111,NA,NA,NA,1.41,2016-11-02T14:54:29Z
14834412,3370267,drusha2006,1,1.08,3,0.11,1.29,2016-11-22T00:48:51Z
11119076,3346483,sshdontthankme,1,10.02,2,9.04,666.09,2016-11-15T07:55:42Z
6608096,3325038,post1,1,1.47,0,0.47,4.4,2016-11-09T05:54:02Z
23418385,3416726,Shadowshot3,10,1.11,0,1.1,4.25,2016-12-05T05:39:17Z
21170348,3405177,steambotvanilla,128,NA,NA,NA,1.32,2016-12-01T22:26:52Z
9822798,3339427,Gargus,25,NA,NA,NA,1.55,2016-11-13T08:12:02Z
11210208,3347080,Serg8385,3000,NA,NA,NA,2.13,2016-11-15T11:50:15Z
6267469,3323595,xylitol_bot,389,1.05,0,19.45,1.69,2016-11-08T20:03:32Z
13579689,3362146,-__---,9997,1.62,1.49,6347.44,3.76,2016-11-19T17:35:55Z
11624110,3349597,BeatsByNav,1566,1.04,0,62.64,4.26,2016-11-16T04:42:44Z
671714,3298223,Legend9876,2,NA,NA,NA,1.14,2016-11-01T14:30:53Z
17235031,3384300,cromvel,25,NA,NA,NA,1.07,2016-11-25T23:51:30Z
9015958,3335223,eodyd123,220,NA,NA,NA,2.44,2016-11-12T03:30:41Z
18593041,3392824,Shadowshot3,28,1.11,2.57,3.8,2.6,2016-11-28T08:47:36Z
7461128,3328634,sumarial,4,1.04,0,0.16,3.04,2016-11-10T06:42:06Z
13167322,3359223,jayhawker20,3,1.5,1.33,1.54,7.85,2016-11-18T21:57:33Z
7123907,3327118,morcoteg,40,1.11,0,4.4,1.7,2016-11-09T20:07:03Z
23079614,3414845,Shustrichek,29,1.1,0,2.9,11.22,2016-12-04T16:54:15Z
3444152,3311877,rottor29,112,1.08,1.92,11.11,3.08,2016-11-05T12:00:31Z
20307564,3401301,drsv,10,1.13,5.7,1.87,1.2,2016-11-30T19:37:22Z
1856950,3304517,akatwo,14,1.04,0,0.56,11.57,2016-11-03T09:34:11Z
19077032,3395346,msx125,97,NA,NA,NA,2.15,2016-11-29T02:10:42Z
24456080,3421829,Bhumitsolanki,1500,2.22,1.24,1848.55,159.82,2016-12-06T16:18:36Z
17610544,3386723,bustabitmoney,6,NA,NA,NA,1.13,2016-11-26T15:48:55Z
7809089,3330134,kpot82,4768,5.27,0,20359.36,12.17,2016-11-10T16:39:40Z
8222503,3331934,LuckyCard,10,NA,NA,NA,1.52,2016-11-11T04:47:28Z
15137692,3372100,bagenof,4,NA,NA,NA,1.79,2016-11-22T13:20:32Z
3395274,3311688,Gr33n,1333,1.33,0,439.89,1.66,2016-11-05T10:44:52Z
5010799,3318511,panep,6,1.04,0,0.24,1.39,2016-11-07T08:58:17Z
3736110,3313057,benjovis,20,1.04,0,0.8,270.71,2016-11-05T20:01:10Z
19878429,3399318,SolidSnake,4,NA,NA,NA,1.68,2016-11-30T05:57:13Z
14064079,3365234,mattiasc2,1,2,2,1.02,12.34,2016-11-20T14:33:11Z
6326352,3323834,Gabryciarm,60,1.25,0,15,4.06,2016-11-08T21:42:31Z
532252,3297564,BamMargera,444,1.25,1.41,117.27,1.62,2016-11-01T10:03:56Z
22719447,3413055,YouBuste123,234,NA,NA,NA,1.1,2016-12-04T04:32:32Z
20390741,3401671,charles150,1,NA,NA,NA,1.62,2016-11-30T22:18:52Z
23677416,3418028,hotg,8,1.44,3,3.76,13.77,2016-12-05T14:38:41Z
13182678,3359336,NabilAmrani,786,1.05,0,39.3,4.87,2016-11-18T22:45:09Z
25269679,3426403,Babuan12345,3,NA,NA,NA,1.11,2016-12-07T22:59:42Z
