product_id,rating,reviews
EF0452,3.8,72.0
EE5170,4.1,31.0
EE5153,4.0,54.0
EE4842,3.1,57.0
EE4958,4.1,85.0
EE4922,2.9,8.0
EE6046,4.7,77.0
EE6130,3.6,1.0
EF3523,2.6,13.0
EF3535,4.5,48.0
FW2818,1.0,17.0
EE5535,0.0,19.0
EF3531,4.3,67.0
B22713,4.5,89.0
FW2803,2.6,6.0
FW2848,4.7,42.0
EG8544,2.6,69.0
EF4393,4.8,36.0
EG4588,5.0,17.0
EF4398,4.8,37.0
AC8765,3.1,19.0
B37361,0.0,4.0
CQ2028,,
B41727,3.5,65.0
B96511,3.3,37.0
B37657,2.9,14.0
AQ1138,4.4,67.0
B37068,5.0,17.0
DB2680,4.7,97.0
B28123,3.2,57.0
AQ1134,3.6,0.0
EE5562,3.9,15.0
EE5934,3.1,57.0
EE5104,3.0,46.0
BB1702,4.8,62.0
EE7031,4.2,2.0
DB2119,3.4,65.0
F36599,2.5,6.0
EE5171,4.1,96.0
DA9604,2.0,37.0
BB6709,4.2,86.0
B96517,2.4,28.0
CQ1971,2.0,89.0
B96520,2.2,99.0
DB1763,4.2,6.0
B96554,2.4,88.0
AQ1111,3.3,4.0
CK9475,2.9,61.0
F36166,5.0,40.0
CG7112,4.2,49.0
CL7427,3.2,64.0
CQ1968,3.7,59.0
B37600,2.6,52.0
CL7335,2.8,35.0
F34094,5.0,59.0
EF0785,2.4,50.0
CK9572,4.4,83.0
EF0788,3.0,73.0
EE6331,4.0,99.0
EE7245,4.5,15.0
EE4771,1.5,53.0
F34098,2.8,32.0
CL9956,3.5,71.0
G28059,4.1,41.0
CL9942,3.1,22.0
F33908,4.0,20.0
G28060,3.6,85.0
DB3144,3.2,54.0
CI9935,5.0,1.0
F36664,4.1,56.0
DB1755,3.8,3.0
F36173,4.0,61.0
EE8134,1.5,43.0
F35613,4.6,44.0
CK9557,4.5,45.0
CK9464,,
CK9476,2.5,78.0
CK9649,4.3,50.0
DA8929,4.8,18.0
CK9483,2.7,25.0
CL9926,1.5,98.0
FV8786,4.0,53.0
CL9943,2.9,55.0
BB9774,4.0,45.0
EE8007,4.1,19.0
F36201,4.2,52.0
FV8790,1.0,13.0
F36331,3.6,55.0
AQ0919,3.7,28.0
CJ8146,3.4,13.0
B43732,2.0,54.0
B44849,3.2,45.0
B37783,4.9,76.0
B96578,0.0,73.0
F37006,2.5,47.0
CJ8041,2.7,93.0
CG6131,1.5,69.0
CG6113,2.9,65.0
G28971,4.0,38.0
B37469,3.7,62.0
CG6112,2.8,6.0
F34625,0.0,89.0
EE9844,4.7,6.0
EE8269,4.5,10.0
EE9843,4.7,9.0
EE9852,4.3,8.0
CG6066,3.6,66.0
EE8136,3.8,32.0
G27645,4.7,16.0
CL9961,3.2,49.0
FV3699,5.0,64.0
CI2606,2.9,0.0
EE7359,2.5,46.0
CK9658,4.4,88.0
EF0417,3.2,52.0
EF0436,4.5,46.0
EG3102,3.5,93.0
EE4951,3.5,4.0
FW2846,4.3,24.0
FW2895,4.1,74.0
EE4562,3.2,72.0
EE5540,2.7,62.0
EG8688,4.8,97.0
EG8685,2.8,56.0
EE7033,3.1,36.0
DB3109,2.8,44.0
DB3244,3.1,10.0
DB0126,2.7,48.0
EE4552,,
CG4708,3.2,83.0
DB3241,4.9,15.0
F36476,4.5,69.0
F36225,2.4,17.0
F37047,4.9,23.0
B44728,3.3,30.0
BB7317,2.9,12.0
F35036,4.0,84.0
AQ0055,1.0,42.0
F34440,4.2,76.0
B96561,4.6,72.0
B96339,3.1,89.0
D97112,2.8,53.0
F36651,1.5,66.0
F36308,4.7,24.0
F35050,5.0,10.0
EE7482,2.8,1.0
EE7502,4.0,60.0
F36669,4.5,47.0
F37079,2.7,98.0
EE8133,3.8,35.0
G28914,3.5,50.0
EE8197,2.4,47.0
EE7511,4.1,67.0
EG4103,3.5,59.0
EH2549,2.7,54.0
EG5006,3.8,25.0
EH2201,4.4,92.0
EH2531,3.1,53.0
EG4273,4.1,57.0
EG5005,4.1,22.0
EG4275,3.8,22.0
EE5906,1.0,76.0
EE5106,1.5,85.0
EE5181,4.7,60.0
EG3238,4.0,61.0
EE5864,2.6,68.0
EG1902,3.0,63.0
EH2552,3.0,34.0
EG8587,5.0,58.0
EG3705,4.5,61.0
EG3173,3.3,57.0
EG3693,3.9,41.0
EG3691,3.2,82.0
CL0244,4.2,84.0
CJ0874,3.8,75.0
F35030,4.4,83.0
EG3666,2.9,12.0
EH1856,3.7,8.0
CL0211,4.2,69.0
EG3491,2.2,61.0
B23738,4.8,31.0
B28128,,
EG3282,2.5,73.0
EH1855,3.1,99.0
B22705,0.0,26.0
EE6743,3.0,63.0
EE6122,3.9,5.0
EE6121,2.8,1.0
CM4981,3.0,24.0
CM4658,4.4,47.0
EG3283,3.4,33.0
CM4659,2.6,61.0
F36671,4.4,0.0
AW4209,4.0,50.0
G25877,3.9,20.0
CM4855,4.3,70.0
EE8452,4.9,98.0
CM4813,4.7,88.0
EE8351,4.2,51.0
G28329,2.0,69.0
CM4857,3.6,39.0
CM4900,3.1,16.0
CM4899,4.6,94.0
CM4901,4.1,80.0
CM4830,4.6,26.0
EF0778,2.0,62.0
EF0780,2.7,91.0
G27270,4.4,93.0
EF1233,4.2,92.0
CM4878,3.0,7.0
CM4877,4.1,88.0
G27272,3.2,32.0
CM4862,4.5,28.0
CM4979,2.8,59.0
EF1416,4.9,21.0
EE7897,3.0,67.0
CM4884,2.9,9.0
G28373,3.5,22.0
CM4842,2.5,0.0
EF0822,4.6,26.0
CM4860,4.9,13.0
CM4929,0.0,93.0
G28560,2.2,72.0
AQ8528,3.0,75.0
G28208,2.9,67.0
BB5476,4.8,67.0
CQ2405,2.7,31.0
G28209,3.0,65.0
CL7580,1.5,79.0
B43687,3.5,23.0
B41645,3.3,58.0
BY2120,4.1,91.0
B24105,2.2,97.0
B96568,4.2,22.0
FW2847,,
FV7826,2.4,86.0
F35580,4.6,17.0
FV7825,0.0,7.0
G27707,3.0,48.0
EE8498,2.7,73.0
FV4631,3.0,25.0
EE4465,2.9,98.0
EE8138,3.0,15.0
FV4419,3.1,37.0
G28116,2.4,74.0
B42315,3.0,10.0
EE9574,4.3,5.0
EG4960,3.2,96.0
EE6803,2.5,90.0
EF5506,3.2,91.0
G28428,3.6,55.0
EF5440,2.0,54.0
FV4190,4.7,97.0
EH0025,3.7,87.0
G28331,2.0,38.0
G25878,4.2,41.0
EE6802,2.5,83.0
B42314,2.4,37.0
CL9955,3.5,32.0
G28336,5.0,24.0
G54014,4.7,91.0
FV2806,4.4,42.0
FV3021,1.0,10.0
FV3743,3.8,51.0
FV5359,3.9,79.0
G54015,4.1,53.0
BD7929,1.0,74.0
G26993,3.7,57.0
EF1625,3.8,76.0
G27479,3.9,78.0
EE7911,4.1,96.0
F35008,3.6,27.0
G27492,4.8,53.0
G28885,4.7,29.0
EF1163,1.5,81.0
EF8847,4.2,34.0
B96566,4.9,5.0
EG4159,3.4,2.0
G27484,4.8,35.0
F34327,3.5,30.0
CL7477,2.4,83.0
G27495,3.6,30.0
B28129,3.7,74.0
EF1229,3.8,9.0
EF4920,2.4,50.0
EE6893,2.2,24.0
EF2335,2.7,75.0
EE4896,,
EF4372,2.9,43.0
FW9328,3.3,70.0
B27797,3.9,84.0
EG7737,3.0,9.0
DB3105,3.4,97.0
CG6477,1.0,64.0
CG3552,3.7,99.0
EG8778,3.3,89.0
BB3627,1.0,14.0
EE4851,4.2,3.0
EF4373,2.5,86.0
BW0418,2.6,19.0
G27728,0.0,2.0
BB3628,4.4,25.0
BB3645,2.4,78.0
F37427,4.4,92.0
DB3541,2.8,81.0
EE7346,3.0,44.0
EG1866,4.8,66.0
EE4895,3.2,93.0
D96635,4.8,27.0
FV6404,2.2,57.0
CG6040,4.6,47.0
EE6074,2.0,79.0
CG4743,1.5,89.0
EG2738,2.2,86.0
F35493,2.6,56.0
F35597,4.1,89.0
F35495,2.5,84.0
F35494,2.5,47.0
DB1370,4.7,62.0
F35498,3.8,10.0
DB1372,3.5,79.0
F36991,0.0,43.0
B96223,2.4,14.0
F35497,2.2,83.0
F36501,0.0,80.0
EE6821,0.0,10.0
EE7745,4.3,95.0
EE6135,1.0,5.0
AQ0334,2.5,29.0
B96218,3.3,33.0
CG5537,4.0,32.0
AQ0538,3.1,74.0
EE7777,4.5,82.0
EF5885,4.7,64.0
EE8378,0.0,41.0
EF5870,3.2,43.0
CG5580,1.5,53.0
BB7566,5.0,77.0
AQ0054,2.4,67.0
B75665,4.1,80.0
EG1727,,
AQ0539,2.6,20.0
EG2646,4.7,97.0
EH0181,4.4,69.0
EF5902,4.7,46.0
FU6910,0.0,32.0
AC7104,3.6,67.0
EF9625,2.8,32.0
D97946,5.0,17.0
B75667,3.6,37.0
BD7080,2.7,79.0
CL9914,2.0,71.0
BB6602,2.6,66.0
EF5435,4.5,76.0
BC1050,4.8,58.0
EF5507,3.3,5.0
D97319,3.7,29.0
EF5985,2.6,61.0
EF5441,1.5,84.0
F35769,4.4,57.0
EG8776,2.0,27.0
D97429,2.0,6.0
EF0820,2.9,17.0
EF4027,3.1,69.0
CG6732,1.0,56.0
EH2180,4.0,54.0
EF6050,3.0,15.0
EF6048,4.9,40.0
EE7290,3.9,88.0
EE7449,1.0,52.0
EE7968,3.1,56.0
F36481,2.0,68.0
EG1900,5.0,55.0
EF6049,2.5,34.0
EF7141,3.3,31.0
EF7140,1.0,85.0
CQ1091,2.4,61.0
EF7134,2.4,45.0
EH1097,2.6,73.0
FV4656,3.7,33.0
G26947,4.8,26.0
F34060,2.5,11.0
G26944,3.8,97.0
EG5185,3.9,94.0
EG5188,2.7,44.0
FV3029,5.0,90.0
FV4658,2.7,46.0
CM4831,3.4,22.0
EF6270,3.0,81.0
CM4705,1.5,96.0
FV3031,3.9,6.0
FV5358,2.7,24.0
DB0594,2.9,13.0
DA8839,,
G27461,4.3,72.0
CM4708,4.9,15.0
DA9868,5.0,33.0
EE9540,3.5,95.0
DB3483,3.4,9.0
EE3912,3.9,21.0
CJ0183,4.3,88.0
AQ0534,3.2,52.0
CK9502,3.8,52.0
BC1041,3.9,21.0
CM0065,4.1,38.0
EG3013,3.5,12.0
EE4966,5.0,70.0
B75806,3.3,96.0
CK9434,4.9,83.0
EH0833,4.4,72.0
G27637,3.5,27.0
CL7579,2.7,87.0
CK9631,4.2,44.0
EE6091,4.0,80.0
CL9945,4.1,33.0
FV4189,2.2,37.0
F34477,3.1,14.0
F34683,2.5,27.0
CP8827,4.3,18.0
F36998,2.7,84.0
F36457,1.5,1.0
EE8008,4.4,51.0
EE5511,3.9,78.0
EE5602,2.4,46.0
EE6329,2.8,44.0
EE5506,4.7,37.0
F36471,3.7,24.0
EF6551,4.8,14.0
EE6325,3.8,76.0
EE5678,4.5,5.0
EE4967,1.5,85.0
EF8907,4.4,92.0
EE8688,3.9,30.0
EE8972,4.3,36.0
EE7239,2.8,63.0
G26935,1.5,49.0
EE5394,3.0,58.0
EH0033,4.6,41.0
B75573,1.0,50.0
EE4883,3.4,45.0
DA8964,2.6,2.0
CJ8060,3.2,40.0
B75782,2.7,26.0
G27401,4.9,87.0
B75780,4.2,87.0
S80807,4.2,43.0
EE4791,,
S32279,4.9,65.0
AC7556,2.6,97.0
B22785,2.9,91.0
F35130,2.0,98.0
B43742,3.0,28.0
CK9814,1.0,95.0
CK9571,3.3,97.0
F34844,3.1,59.0
F35284,4.5,49.0
CQ1149,3.7,80.0
F34739,3.1,7.0
CK9866,4.5,4.0
EE5654,3.1,50.0
FV3013,3.9,10.0
F35282,4.6,80.0
EF9624,3.5,18.0
CK9865,2.8,5.0
F34073,4.2,4.0
D96551,4.5,27.0
CK9784,1.5,19.0
F36512,3.4,36.0
F35283,2.5,10.0
EG3096,4.1,2.0
EG3115,3.6,40.0
EF5550,2.4,18.0
EF9623,3.1,62.0
CJ3410,3.5,24.0
CQ1061,3.5,67.0
BB4014,4.7,96.0
AQ6095,2.2,49.0
EF7135,1.0,99.0
B44500,3.1,60.0
EF1629,2.8,60.0
B43600,3.3,70.0
EG8735,2.7,59.0
G28713,3.2,2.0
EF3538,2.5,57.0
CJ9005,1.0,7.0
AH2156,2.7,0.0
FV6447,4.4,85.0
CM7767,3.6,55.0
DB0646,2.0,6.0
CG6367,4.4,78.0
CM7741,3.5,47.0
CJ9006,4.7,21.0
AC7943,3.6,78.0
CG6364,4.4,50.0
BC0534,2.4,98.0
CK1081,2.9,89.0
F37022,3.4,29.0
EE3812,2.4,40.0
G26834,2.8,71.0
B75879,,
FV6794,4.1,81.0
G26790,3.1,65.0
EH1524,4.7,23.0
G26548,2.2,81.0
B42122,3.6,33.0
F99913,2.4,76.0
EG1073,3.8,76.0
EG7893,4.1,29.0
G28915,3.4,5.0
BB3484,5.0,46.0
EG1069,3.3,24.0
EG2015,2.0,66.0
FW3138,3.0,52.0
EF2212,5.0,47.0
EG1071,3.5,89.0
EG2045,3.1,33.0
EE4036,1.0,9.0
FW5423,2.4,26.0
EG1287,2.7,14.0
EG2663,1.0,96.0
EG2017,2.9,81.0
EG0719,4.5,38.0
EH1208,2.7,73.0
EG4901,4.9,19.0
EE4264,4.0,6.0
EG1096,3.6,22.0
EG1011,3.3,87.0
EG2052,4.4,38.0
EG0720,4.5,69.0
EF2696,4.0,21.0
EG0715,3.9,17.0
EE4614,5.0,35.0
EH1333,4.3,57.0
EF0524,4.4,98.0
EH1847,3.3,35.0
G27491,3.4,25.0
EF0708,3.5,44.0
EE4005,4.8,14.0
EG0761,2.8,98.0
EF2774,3.9,17.0
EE5147,4.0,20.0
EF1565,4.4,30.0
F35285,4.3,93.0
G27482,2.5,78.0
BC1031,1.5,27.0
F35539,4.6,19.0
CK9816,1.0,31.0
B96338,2.2,43.0
CM7531,4.8,55.0
EG1369,3.9,22.0
EG1837,2.2,96.0
FV6106,2.2,53.0
FU8929,,
FV4526,3.9,59.0
EG3729,4.8,97.0
FU8941,4.7,47.0
FU8932,3.5,37.0
CM6080,4.2,9.0
CM6051,4.9,9.0
CM6052,2.0,20.0
CM6081,2.9,62.0
CM6068,3.9,77.0
FV4418,3.6,4.0
CM6069,3.8,63.0
CM6073,4.8,92.0
FV4525,3.4,10.0
CM6044,2.6,61.0
FV2875,4.5,0.0
FW2152,1.0,78.0
FV2874,3.8,54.0
CJ8072,4.5,96.0
CJ8088,4.9,89.0
CK9657,3.3,48.0
AC7043,2.4,49.0
FW9783,4.6,88.0
F35607,4.3,68.0
CJ8111,2.6,66.0
CL7446,1.5,84.0
G26990,2.5,65.0
CJ0194,4.6,13.0
EH0021,2.5,44.0
B44861,2.8,61.0
EE7610,3.4,57.0
BD7439,0.0,11.0
F34604,3.4,69.0
CJ8107,3.1,45.0
B37550,2.8,13.0
CJ8069,2.6,91.0
CJ7992,1.5,51.0
CJ7987,3.5,74.0
F36162,4.4,33.0
G26776,4.7,9.0
CG6537,4.6,33.0
BB9420,3.0,7.0
CK9660,4.0,88.0
CJ8109,1.5,51.0
CJ0044,3.3,68.0
CJ8116,2.0,87.0
CK9445,2.8,36.0
EF0148,3.7,45.0
CG7123,3.0,96.0
EE5677,2.2,10.0
EE5819,1.0,85.0
EE5834,1.5,72.0
EE5361,3.5,90.0
EE5415,,
EE4924,4.2,82.0
CJ0180,4.9,32.0
F36645,3.9,84.0
AQ0907,3.7,78.0
CM4930,3.8,92.0
CM4547,4.3,2.0
EE6377,3.8,24.0
DB0271,4.9,64.0
G27402,2.8,20.0
EE7843,3.9,52.0
EG6864,3.8,37.0
EH0173,2.9,31.0
EH2181,2.8,63.0
FV4529,2.2,56.0
CM4863,1.0,55.0
EE6894,4.2,31.0
B41823,3.7,61.0
CI1871,2.2,80.0
B43829,3.1,17.0
F35514,2.2,79.0
B44820,1.5,88.0
B44736,4.2,81.0
CM4864,4.9,7.0
F34498,2.7,63.0
EE6011,1.0,60.0
CK9656,2.8,78.0
CL7360,4.5,28.0
CK9546,2.8,98.0
S75104,4.9,70.0
CK9507,3.5,95.0
F35598,2.0,55.0
CL0207,3.4,57.0
CI9700,1.0,2.0
CI1704,4.7,71.0
EE5730,3.6,53.0
EE6029,2.9,97.0
CQ2406,4.2,96.0
EF6552,1.0,6.0
F36717,3.1,70.0
CL7284,0.0,47.0
F36424,4.9,18.0
BD7497,4.6,16.0
EE7901,3.0,16.0
EE7905,4.3,52.0
EE7907,3.1,18.0
EE7690,2.5,12.0
EE7696,3.4,16.0
EE7382,3.0,58.0
EE7693,2.4,82.0
EE7422,4.5,4.0
EE7900,2.8,80.0
EE6151,3.0,3.0
EE5520,,
EE5399,1.0,1.0
EE8153,3.9,52.0
EE6110,5.0,15.0
EE7881,3.4,43.0
EE6077,3.9,38.0
EE7360,3.0,13.0
EE7880,4.2,64.0
CM5956,4.2,91.0
EE9648,3.1,9.0
FV3020,4.7,9.0
CM5971,4.7,11.0
CM5963,4.5,41.0
CM5978,3.5,92.0
CM5962,2.7,4.0
CM5975,1.5,44.0
CM5961,4.9,28.0
CM5974,1.5,44.0
CM5990,3.7,19.0
CM5979,3.0,18.0
AQ0863,3.9,17.0
CJ8104,2.7,51.0
CM5965,4.7,78.0
CL7519,3.2,82.0
EE5108,4.4,43.0
CL9930,2.2,11.0
EF0815,3.8,60.0
CL9935,4.0,71.0
CM4795,3.1,41.0
F35061,5.0,12.0
CM4978,2.4,70.0
EG1686,3.5,82.0
FV2838,3.3,82.0
EF4344,2.0,43.0
EH0188,3.7,13.0
EE6037,4.2,16.0
CM0039,4.5,58.0
G27636,2.9,4.0
F34392,3.1,52.0
EG1728,4.0,27.0
DB1758,4.8,4.0
CI1822,5.0,50.0
CI9830,4.5,31.0
DB1459,3.6,23.0
EG5947,2.9,31.0
B44809,4.4,90.0
CG4044,2.4,80.0
CI9931,3.2,93.0
F35025,4.9,3.0
B96344,2.6,54.0
CL7543,3.1,52.0
F35560,5.0,99.0
CL7399,4.5,42.0
CL7303,,
CL7509,2.6,78.0
EF3500,4.0,10.0
EE8024,1.0,3.0
EE3655,2.0,35.0
EE8447,2.0,94.0
CL7426,3.6,33.0
EF9182,2.0,62.0
EE6317,2.4,57.0
EF3836,3.0,51.0
FW5351,3.6,53.0
DB0958,2.0,9.0
CI9939,4.8,29.0
BD7577,4.2,8.0
BB7828,3.1,28.0
DB3530,2.6,91.0
F34864,4.3,73.0
CJ8087,3.9,1.0
F34568,2.9,28.0
B41812,3.5,63.0
CL7310,3.3,21.0
CL7397,3.1,85.0
CL7624,4.6,7.0
CL7573,4.1,71.0
BB7716,4.7,77.0
EE6318,4.8,7.0
BC0020,4.4,73.0
CI9699,4.5,54.0
CJ8027,3.3,75.0
B37736,4.1,63.0
D97080,3.4,65.0
CL7308,2.4,1.0
G27464,3.1,25.0
CL9966,2.8,57.0
BD7480,0.0,34.0
CI1823,0.0,86.0
DB0961,0.0,67.0
CQ2896,1.5,64.0
B41649,3.1,90.0
CQ1711,3.3,27.0
CI9992,4.7,29.0
B37725,3.8,25.0
CI9831,4.4,52.0
BB7613,4.9,75.0
CK1229,3.6,77.0
BB7829,4.4,56.0
B44821,3.2,62.0
CJ7975,5.0,97.0
B43651,4.8,35.0
F35012,1.0,59.0
CJ8106,2.2,6.0
EF8729,1.5,86.0
BD7932,2.0,28.0
BD7914,,
CL7606,2.9,18.0
FV6448,4.0,13.0
G27639,2.8,95.0
CK9569,2.6,43.0
EE3649,3.8,31.0
CK9829,4.2,19.0
CG5801,3.0,61.0
CJ0027,3.5,8.0
CJ0070,3.6,93.0
CJ8989,4.4,10.0
BB7067,3.4,19.0
B41810,2.0,61.0
G26778,1.5,81.0
CJ8103,5.0,48.0
EE6876,4.4,75.0
EE7246,1.0,10.0
CK9805,2.2,71.0
EE5883,4.0,68.0
CK9785,4.4,76.0
CK9802,4.0,82.0
CK9860,4.4,62.0
EF1413,4.3,6.0
G27309,2.5,83.0
EE6436,2.6,34.0
EG8300,3.6,34.0
CM5922,3.5,54.0
CM4854,2.4,26.0
B43814,3.1,96.0
AC7045,0.0,47.0
D96746,2.2,98.0
EE3654,4.0,69.0
G26806,2.5,46.0
CQ1179,2.5,36.0
EE7840,3.3,85.0
EE4277,2.6,56.0
F35377,0.0,50.0
B37919,4.4,48.0
EG2363,3.9,76.0
CG3820,2.7,35.0
DB1560,4.2,23.0
F34428,3.8,58.0
F36994,2.5,95.0
B41648,2.0,0.0
B37959,1.5,65.0
BB6744,2.2,2.0
DB3588,2.4,83.0
F34563,3.1,28.0
F36208,2.2,61.0
CL7342,1.0,40.0
EE9721,3.5,67.0
FV2480,3.8,0.0
EE5590,2.0,84.0
CG2925,,
BB6918,4.2,95.0
EE9513,2.5,45.0
CP8828,3.9,31.0
CP9344,2.0,87.0
F36171,2.4,2.0
CI9976,2.8,92.0
CI9701,4.2,12.0
B44806,4.2,78.0
EE4577,3.9,60.0
BZ0109,2.7,44.0
F34571,3.0,88.0
CJ8014,3.8,73.0
CP8822,2.9,1.0
F36242,2.5,33.0
CJ8074,3.5,49.0
CJ8015,2.0,39.0
CJ8114,3.2,50.0
CJ8075,4.2,85.0
F35444,1.0,45.0
EE5508,4.6,95.0
CJ7991,4.4,95.0
CL7312,4.0,10.0
CL7611,4.3,9.0
CK9605,3.1,65.0
CK9481,2.2,27.0
CK9505,3.2,46.0
CK9485,4.9,65.0
CL7489,3.6,5.0
CL9947,2.4,95.0
EE5668,1.5,24.0
CK9539,2.4,24.0
CI1702,4.0,29.0
CI1812,2.8,3.0
FV4298,4.8,25.0
CI1739,4.7,39.0
CI1935,1.0,0.0
B37266,1.0,18.0
B37955,3.8,12.0
BD7842,4.8,73.0
BD7528,4.6,11.0
BD7840,4.5,96.0
CI1738,3.0,85.0
AQ0535,4.1,50.0
FV2484,3.1,14.0
EE8137,4.3,65.0
CL7455,4.8,85.0
EE9267,1.5,66.0
FW5365,3.3,82.0
CJ0177,2.9,44.0
EE8445,4.0,56.0
CJ0212,2.9,42.0
EE7917,4.0,20.0
CK1086,,
EF0586,3.2,91.0
EE7599,3.6,30.0
F34403,1.0,62.0
EF1157,4.1,13.0
F34407,4.2,0.0
G26942,3.4,43.0
F35379,4.8,61.0
F35382,3.5,13.0
F35378,2.2,3.0
F34400,3.4,48.0
EG4009,5.0,89.0
EE8489,4.5,9.0
BD7479,2.2,5.0
EE7763,3.0,24.0
BC0975,4.9,83.0
EF8730,2.6,37.0
EE7762,5.0,61.0
EE4937,4.5,13.0
EE8973,4.5,46.0
EE8331,4.7,16.0
EE4762,4.4,23.0
EE7163,2.8,23.0
EE6257,4.7,12.0
EE4445,2.4,66.0
EE4443,4.3,23.0
EF2102,3.9,68.0
CM0011,3.7,11.0
B22747,4.2,79.0
CM7988,4.9,3.0
BB9280,4.6,13.0
BC0973,4.8,23.0
CL7287,4.0,13.0
EE5790,3.6,49.0
CL0235,3.4,57.0
EF1344,4.9,68.0
G27506,4.2,99.0
F35373,0.0,18.0
F34394,3.4,27.0
DB3405,0.0,93.0
CK9474,3.6,86.0
EF8329,3.6,15.0
CL9983,4.9,45.0
EF0021,4.2,80.0
EF8348,4.0,30.0
CL9985,4.9,10.0
EF8211,0.0,4.0
CL9990,2.6,2.0
EF8208,3.8,83.0
EF1619,4.1,85.0
EG7224,4.4,88.0
CL9979,4.5,16.0
EF1958,3.4,28.0
EE9566,,
EF1806,3.7,74.0
EE9573,2.0,20.0
EF1957,4.7,42.0
EF1634,3.2,15.0
EE9577,3.9,20.0
G28550,5.0,61.0
G28551,3.5,78.0
EG7155,0.0,0.0
EF1809,2.6,26.0
EG0963,4.7,12.0
CM5919,4.4,16.0
EF1664,0.0,59.0
BZ0084,3.2,8.0
CM5920,4.9,92.0
CM5921,3.1,95.0
EF2778,3.6,36.0
F34053,3.5,65.0
B27788,2.6,43.0
B37945,5.0,79.0
B37846,4.9,99.0
B96323,4.0,27.0
DB3143,2.6,2.0
B41825,4.9,58.0
F36630,2.5,8.0
B37787,3.7,4.0
DB3329,2.4,29.0
G27808,3.4,46.0
DB2609,4.7,72.0
CJ9009,4.4,24.0
CL0233,3.1,36.0
CI1719,4.3,97.0
CM0106,5.0,1.0
CK9437,4.9,7.0
F34579,3.9,18.0
F34578,3.5,1.0
F36629,4.6,53.0
CQ2330,3.6,74.0
DA9854,4.7,22.0
CL9937,3.9,88.0
CQ2358,2.9,49.0
DB0959,2.8,85.0
DB1592,3.5,43.0
CQ2630,3.9,36.0
B41736,2.5,23.0
CQ2809,4.6,48.0
B41671,2.6,54.0
B41719,3.0,70.0
B37633,3.0,16.0
B75680,2.2,20.0
B37995,4.5,61.0
B41766,3.3,58.0
B38003,3.3,11.0
B37638,,
B27786,2.9,30.0
B37827,3.3,52.0
B37364,4.8,50.0
B42000,3.7,2.0
DB2736,2.4,50.0
BD7816,2.9,2.0
DB3276,3.4,3.0
BD7778,2.4,90.0
G27934,4.6,66.0
DB3565,4.0,47.0
F35627,2.4,63.0
F99866,3.4,46.0
F34038,2.0,56.0
DB1464,3.1,86.0
CJ3406,3.1,33.0
CI9718,3.0,0.0
DA9305,3.3,39.0
B44650,1.0,34.0
AC7044,3.7,78.0
CJ8055,3.6,10.0
B43642,1.5,2.0
CJ8100,3.1,56.0
CJ8028,4.0,30.0
CL7474,3.9,18.0
EF9181,2.9,83.0
CK9671,3.0,88.0
EE5855,2.9,98.0
EE5317,4.2,82.0
EE5621,4.8,26.0
EE4471,0.0,56.0
EE4446,4.9,12.0
EE4988,3.0,88.0
EE7741,2.5,52.0
EE7235,4.4,59.0
EE4962,2.8,0.0
EE4989,1.5,36.0
F36760,0.0,90.0
BD7316,4.2,20.0
EE7162,3.2,36.0
EE7238,3.0,62.0
CM6085,4.5,21.0
BC1037,3.1,90.0
CL7629,4.6,84.0
B41529,2.4,48.0
CL9920,4.8,32.0
B37727,3.6,40.0
AQ1022,2.6,10.0
D96745,4.7,21.0
BD7843,4.2,40.0
CL9922,4.7,51.0
CK9593,4.2,35.0
F34037,2.5,47.0
G28999,,
EE9812,1.0,18.0
F34608,4.4,37.0
F99253,3.3,26.0
F36204,1.0,89.0
B79773,2.2,19.0
B43743,1.0,9.0
B79774,1.0,4.0
CL0208,4.2,36.0
EE6664,1.5,78.0
CM7593,4.6,10.0
CM0037,1.0,21.0
EH1294,2.6,54.0
FV4300,0.0,68.0
B41677,2.4,35.0
CL7540,4.3,24.0
F34944,1.5,52.0
CL7625,3.7,10.0
CL7510,4.6,87.0
CL7512,4.1,83.0
EE9894,2.2,76.0
F35606,3.5,34.0
CK9842,3.2,3.0
CK9810,2.9,50.0
CK9787,4.8,23.0
CK9812,2.8,23.0
CL9975,3.8,58.0
G26170,3.8,1.0
F97258,3.2,43.0
CL9980,4.2,74.0
EG2066,4.2,98.0
CL9981,4.5,73.0
CM5995,2.4,16.0
AC8133,2.2,88.0
EE3656,2.6,31.0
G27274,2.8,41.0
G28372,1.5,2.0
EG1188,3.6,51.0
G27364,3.8,50.0
G28583,2.6,29.0
EF0582,1.5,34.0
CL7522,1.5,34.0
CM0040,3.0,10.0
CL9940,1.5,63.0
EE5107,4.9,69.0
DA9853,4.1,77.0
CG5675,4.5,99.0
EE5357,2.8,23.0
CL7641,3.0,82.0
EE5451,2.8,6.0
CK9458,4.1,12.0
EE4444,0.0,68.0
G28970,2.9,7.0
DB3021,,
EE6378,2.7,9.0
BB9890,4.1,75.0
EF2511,3.7,64.0
F36393,2.2,27.0
CL7275,3.3,97.0
EE7906,1.0,19.0
EE7908,3.6,73.0
EE7681,3.0,19.0
EE7680,2.2,34.0
EF5887,1.0,4.0
EE9675,4.9,50.0
EG8323,3.5,36.0
FV4417,2.2,1.0
EG3493,3.2,43.0
EE9717,0.0,80.0
CM4938,3.7,34.0
G27276,2.2,88.0
B37789,2.6,38.0
